x,y,outer_radius,inner_radius,num_peaks,color,rotation_angle,outline,linewidth,image_width,image_height,background_color,plot_function,file_name
0.5,0.48,0.41,0.22,6,black,70.0,interpolate,1,200,200,white,draw_star,1500.png
0.46,0.45,0.39,0.2,4,black,30.0,interpolate,2,200,200,white,draw_star,1501.png
0.48,0.46,0.37,0.16,5,black,120.0,interpolate,3,200,200,white,draw_star,1502.png
0.5,0.49,0.37,0.16,4,black,50.0,interpolate,3,200,200,white,draw_star,1503.png
0.45,0.47,0.41,0.14,3,black,130.0,interpolate,3,200,200,white,draw_star,1504.png
0.47,0.48,0.39,0.16,5,black,20.0,interpolate,3,200,200,white,draw_star,1505.png
0.46,0.51,0.35,0.12,4,black,120.0,interpolate,1,200,200,white,draw_star,1506.png
0.48,0.45,0.41,0.1,3,black,70.0,interpolate,3,200,200,white,draw_star,1507.png
0.49,0.51,0.45,0.22,7,black,60.0,interpolate,2,200,200,white,draw_star,1508.png
0.51,0.49,0.35,0.11,3,black,50.0,interpolate,2,200,200,white,draw_star,1509.png
0.53,0.53,0.35,0.25,7,black,140.0,interpolate,2,200,200,white,draw_star,1510.png
0.47,0.55,0.43,0.16,5,black,70.0,interpolate,2,200,200,white,draw_star,1511.png
0.47,0.49,0.37,0.19,7,black,70.0,interpolate,2,200,200,white,draw_star,1512.png
0.54,0.47,0.45,0.25,7,black,170.0,interpolate,3,200,200,white,draw_star,1513.png
0.55,0.48,0.43,0.1,5,black,30.0,interpolate,2,200,200,white,draw_star,1514.png
0.52,0.55,0.39,0.13,6,black,60.0,interpolate,1,200,200,white,draw_star,1515.png
0.47,0.5,0.35,0.11,3,black,80.0,interpolate,1,200,200,white,draw_star,1516.png
0.55,0.51,0.43,0.25,5,black,10.0,interpolate,2,200,200,white,draw_star,1517.png
0.46,0.49,0.41,0.11,3,black,60.0,interpolate,3,200,200,white,draw_star,1518.png
0.45,0.5,0.35,0.18,4,black,100.0,interpolate,2,200,200,white,draw_star,1519.png
0.52,0.45,0.45,0.19,7,black,110.0,interpolate,3,200,200,white,draw_star,1520.png
0.51,0.45,0.43,0.16,6,black,20.0,interpolate,1,200,200,white,draw_star,1521.png
0.5,0.46,0.41,0.1,7,black,50.0,interpolate,3,200,200,white,draw_star,1522.png
0.51,0.51,0.39,0.16,7,black,130.0,interpolate,3,200,200,white,draw_star,1523.png
0.53,0.51,0.35,0.25,6,black,20.0,interpolate,2,200,200,white,draw_star,1524.png
0.54,0.51,0.41,0.16,5,black,70.0,interpolate,2,200,200,white,draw_star,1525.png
0.48,0.55,0.41,0.16,6,black,80.0,interpolate,2,200,200,white,draw_star,1526.png
0.52,0.53,0.35,0.16,6,black,10.0,interpolate,3,200,200,white,draw_star,1527.png
0.46,0.5,0.35,0.16,6,black,130.0,interpolate,2,200,200,white,draw_star,1528.png
0.5,0.46,0.41,0.13,7,black,60.0,interpolate,3,200,200,white,draw_star,1529.png
0.54,0.55,0.37,0.12,4,black,100.0,interpolate,1,200,200,white,draw_star,1530.png
0.47,0.52,0.41,0.16,5,black,110.0,interpolate,3,200,200,white,draw_star,1531.png
0.53,0.53,0.37,0.1,6,black,10.0,interpolate,2,200,200,white,draw_star,1532.png
0.45,0.53,0.39,0.11,3,black,20.0,interpolate,3,200,200,white,draw_star,1533.png
0.54,0.51,0.45,0.22,5,black,50.0,interpolate,2,200,200,white,draw_star,1534.png
0.51,0.45,0.37,0.1,4,black,50.0,interpolate,1,200,200,white,draw_star,1535.png
0.5,0.46,0.35,0.14,4,black,120.0,interpolate,2,200,200,white,draw_star,1536.png
0.51,0.5,0.41,0.16,6,black,80.0,interpolate,1,200,200,white,draw_star,1537.png
0.55,0.46,0.41,0.18,4,black,90.0,interpolate,3,200,200,white,draw_star,1538.png
0.48,0.48,0.43,0.25,6,black,50.0,interpolate,3,200,200,white,draw_star,1539.png
0.46,0.54,0.43,0.11,3,black,0.0,interpolate,2,200,200,white,draw_star,1540.png
0.52,0.51,0.35,0.14,3,black,40.0,interpolate,1,200,200,white,draw_star,1541.png
0.52,0.49,0.39,0.16,6,black,130.0,interpolate,3,200,200,white,draw_star,1542.png
0.52,0.54,0.43,0.14,3,black,50.0,interpolate,2,200,200,white,draw_star,1543.png
0.52,0.54,0.35,0.11,3,black,70.0,interpolate,1,200,200,white,draw_star,1544.png
0.48,0.5,0.37,0.16,5,black,10.0,interpolate,3,200,200,white,draw_star,1545.png
0.54,0.48,0.43,0.25,5,black,130.0,interpolate,1,200,200,white,draw_star,1546.png
0.55,0.52,0.41,0.14,3,black,100.0,interpolate,3,200,200,white,draw_star,1547.png
0.48,0.53,0.41,0.13,5,black,90.0,interpolate,3,200,200,white,draw_star,1548.png
0.54,0.5,0.43,0.12,4,black,10.0,interpolate,2,200,200,white,draw_star,1549.png
0.46,0.46,0.43,0.1,5,black,120.0,interpolate,3,200,200,white,draw_star,1550.png
0.51,0.51,0.39,0.25,7,black,160.0,interpolate,3,200,200,white,draw_star,1551.png
0.51,0.51,0.39,0.16,5,black,30.0,interpolate,1,200,200,white,draw_star,1552.png
0.48,0.49,0.45,0.18,4,black,0.0,interpolate,1,200,200,white,draw_star,1553.png
0.49,0.55,0.39,0.15,3,black,130.0,interpolate,2,200,200,white,draw_star,1554.png
0.49,0.52,0.37,0.25,5,black,80.0,interpolate,2,200,200,white,draw_star,1555.png
0.5,0.49,0.39,0.25,5,black,150.0,interpolate,2,200,200,white,draw_star,1556.png
0.51,0.47,0.35,0.12,3,black,130.0,interpolate,1,200,200,white,draw_star,1557.png
0.49,0.48,0.35,0.25,5,black,110.0,interpolate,2,200,200,white,draw_star,1558.png
0.54,0.52,0.39,0.19,5,black,70.0,interpolate,1,200,200,white,draw_star,1559.png
0.54,0.52,0.37,0.22,5,black,110.0,interpolate,3,200,200,white,draw_star,1560.png
0.49,0.45,0.45,0.12,4,black,120.0,interpolate,2,200,200,white,draw_star,1561.png
0.54,0.45,0.43,0.1,7,black,150.0,interpolate,3,200,200,white,draw_star,1562.png
0.52,0.53,0.43,0.16,7,black,10.0,interpolate,1,200,200,white,draw_star,1563.png
0.53,0.49,0.35,0.16,7,black,130.0,interpolate,3,200,200,white,draw_star,1564.png
0.52,0.47,0.35,0.22,5,black,30.0,interpolate,3,200,200,white,draw_star,1565.png
0.45,0.53,0.37,0.1,3,black,150.0,interpolate,2,200,200,white,draw_star,1566.png
0.47,0.52,0.35,0.1,6,black,150.0,interpolate,1,200,200,white,draw_star,1567.png
0.46,0.46,0.37,0.19,6,black,140.0,interpolate,2,200,200,white,draw_star,1568.png
0.48,0.46,0.45,0.11,3,black,120.0,interpolate,2,200,200,white,draw_star,1569.png
0.47,0.48,0.45,0.1,7,black,100.0,interpolate,1,200,200,white,draw_star,1570.png
0.47,0.48,0.35,0.16,5,black,0.0,interpolate,3,200,200,white,draw_star,1571.png
0.54,0.45,0.35,0.16,7,black,100.0,interpolate,2,200,200,white,draw_star,1572.png
0.46,0.47,0.39,0.22,7,black,10.0,interpolate,2,200,200,white,draw_star,1573.png
0.45,0.46,0.45,0.11,3,black,120.0,interpolate,1,200,200,white,draw_star,1574.png
0.49,0.5,0.39,0.14,3,black,50.0,interpolate,3,200,200,white,draw_star,1575.png
0.55,0.54,0.43,0.19,5,black,80.0,interpolate,3,200,200,white,draw_star,1576.png
0.54,0.55,0.37,0.19,7,black,110.0,interpolate,1,200,200,white,draw_star,1577.png
0.54,0.48,0.41,0.19,5,black,10.0,interpolate,1,200,200,white,draw_star,1578.png
0.47,0.52,0.45,0.13,5,black,30.0,interpolate,2,200,200,white,draw_star,1579.png
0.48,0.55,0.35,0.18,4,black,80.0,interpolate,2,200,200,white,draw_star,1580.png
0.47,0.49,0.45,0.1,4,black,70.0,interpolate,1,200,200,white,draw_star,1581.png
0.55,0.47,0.35,0.13,7,black,100.0,interpolate,3,200,200,white,draw_star,1582.png
0.52,0.52,0.35,0.25,6,black,40.0,interpolate,2,200,200,white,draw_star,1583.png
0.53,0.5,0.41,0.16,7,black,100.0,interpolate,2,200,200,white,draw_star,1584.png
0.47,0.55,0.35,0.14,4,black,50.0,interpolate,2,200,200,white,draw_star,1585.png
0.52,0.49,0.37,0.25,5,black,150.0,interpolate,2,200,200,white,draw_star,1586.png
0.5,0.53,0.45,0.19,6,black,120.0,interpolate,3,200,200,white,draw_star,1587.png
0.49,0.55,0.37,0.19,7,black,20.0,interpolate,1,200,200,white,draw_star,1588.png
0.49,0.51,0.43,0.19,7,black,150.0,interpolate,2,200,200,white,draw_star,1589.png
0.49,0.49,0.37,0.22,5,black,110.0,interpolate,3,200,200,white,draw_star,1590.png
0.48,0.53,0.35,0.13,7,black,140.0,interpolate,2,200,200,white,draw_star,1591.png
0.46,0.48,0.35,0.1,3,black,80.0,interpolate,1,200,200,white,draw_star,1592.png
0.51,0.51,0.39,0.25,6,black,170.0,interpolate,1,200,200,white,draw_star,1593.png
0.47,0.45,0.35,0.13,3,black,60.0,interpolate,2,200,200,white,draw_star,1594.png
0.46,0.48,0.39,0.25,6,black,170.0,interpolate,1,200,200,white,draw_star,1595.png
0.5,0.55,0.45,0.16,5,black,10.0,interpolate,3,200,200,white,draw_star,1596.png
0.47,0.5,0.41,0.22,5,black,110.0,interpolate,2,200,200,white,draw_star,1597.png
0.52,0.52,0.45,0.13,7,black,40.0,interpolate,1,200,200,white,draw_star,1598.png
0.49,0.52,0.45,0.22,6,black,70.0,interpolate,3,200,200,white,draw_star,1599.png
0.48,0.55,0.45,0.25,6,black,90.0,interpolate,3,200,200,white,draw_star,1600.png
0.54,0.5,0.41,0.18,4,black,100.0,interpolate,1,200,200,white,draw_star,1601.png
0.55,0.53,0.45,0.15,3,black,50.0,interpolate,1,200,200,white,draw_star,1602.png
0.47,0.48,0.41,0.13,7,black,60.0,interpolate,3,200,200,white,draw_star,1603.png
0.49,0.45,0.39,0.25,6,black,50.0,interpolate,1,200,200,white,draw_star,1604.png
0.47,0.54,0.43,0.16,7,black,0.0,interpolate,2,200,200,white,draw_star,1605.png
0.55,0.51,0.37,0.1,7,black,170.0,interpolate,1,200,200,white,draw_star,1606.png
0.49,0.49,0.39,0.2,4,black,120.0,interpolate,1,200,200,white,draw_star,1607.png
0.48,0.49,0.35,0.12,3,black,30.0,interpolate,3,200,200,white,draw_star,1608.png
0.46,0.47,0.43,0.2,4,black,20.0,interpolate,1,200,200,white,draw_star,1609.png
0.54,0.45,0.41,0.13,5,black,50.0,interpolate,3,200,200,white,draw_star,1610.png
0.53,0.49,0.39,0.13,5,black,10.0,interpolate,1,200,200,white,draw_star,1611.png
0.52,0.5,0.45,0.13,5,black,10.0,interpolate,1,200,200,white,draw_star,1612.png
0.52,0.5,0.39,0.25,5,black,10.0,interpolate,2,200,200,white,draw_star,1613.png
0.52,0.49,0.43,0.22,5,black,0.0,interpolate,3,200,200,white,draw_star,1614.png
0.46,0.46,0.37,0.13,5,black,10.0,interpolate,1,200,200,white,draw_star,1615.png
0.49,0.54,0.35,0.1,5,black,130.0,interpolate,1,200,200,white,draw_star,1616.png
0.49,0.47,0.39,0.11,3,black,160.0,interpolate,3,200,200,white,draw_star,1617.png
0.46,0.52,0.45,0.22,7,black,60.0,interpolate,2,200,200,white,draw_star,1618.png
0.55,0.52,0.37,0.12,4,black,130.0,interpolate,3,200,200,white,draw_star,1619.png
0.5,0.45,0.41,0.19,7,black,10.0,interpolate,2,200,200,white,draw_star,1620.png
0.52,0.5,0.41,0.1,4,black,70.0,interpolate,2,200,200,white,draw_star,1621.png
0.49,0.46,0.35,0.19,7,black,100.0,interpolate,3,200,200,white,draw_star,1622.png
0.47,0.46,0.37,0.14,4,black,100.0,interpolate,3,200,200,white,draw_star,1623.png
0.48,0.47,0.43,0.18,4,black,70.0,interpolate,1,200,200,white,draw_star,1624.png
0.49,0.54,0.45,0.12,4,black,80.0,interpolate,1,200,200,white,draw_star,1625.png
0.53,0.48,0.43,0.15,3,black,50.0,interpolate,1,200,200,white,draw_star,1626.png
0.53,0.48,0.39,0.25,6,black,90.0,interpolate,1,200,200,white,draw_star,1627.png
0.5,0.48,0.35,0.13,7,black,20.0,interpolate,2,200,200,white,draw_star,1628.png
0.5,0.47,0.35,0.2,4,black,90.0,interpolate,3,200,200,white,draw_star,1629.png
0.46,0.45,0.41,0.14,3,black,60.0,interpolate,1,200,200,white,draw_star,1630.png
0.55,0.45,0.37,0.25,7,black,20.0,interpolate,3,200,200,white,draw_star,1631.png
0.47,0.53,0.43,0.22,5,black,120.0,interpolate,1,200,200,white,draw_star,1632.png
0.46,0.48,0.43,0.16,5,black,0.0,interpolate,3,200,200,white,draw_star,1633.png
0.48,0.53,0.43,0.22,6,black,20.0,interpolate,1,200,200,white,draw_star,1634.png
0.54,0.51,0.37,0.18,4,black,90.0,interpolate,3,200,200,white,draw_star,1635.png
0.51,0.53,0.37,0.1,4,black,60.0,interpolate,2,200,200,white,draw_star,1636.png
0.51,0.53,0.35,0.1,3,black,170.0,interpolate,2,200,200,white,draw_star,1637.png
0.51,0.46,0.37,0.13,5,black,30.0,interpolate,3,200,200,white,draw_star,1638.png
0.5,0.46,0.35,0.19,7,black,110.0,interpolate,1,200,200,white,draw_star,1639.png
0.47,0.53,0.43,0.16,7,black,60.0,interpolate,1,200,200,white,draw_star,1640.png
0.5,0.49,0.39,0.1,7,black,150.0,interpolate,2,200,200,white,draw_star,1641.png
0.5,0.46,0.41,0.25,6,black,100.0,interpolate,3,200,200,white,draw_star,1642.png
0.54,0.53,0.45,0.2,4,black,40.0,interpolate,3,200,200,white,draw_star,1643.png
0.46,0.5,0.41,0.25,6,black,150.0,interpolate,2,200,200,white,draw_star,1644.png
0.47,0.46,0.45,0.19,7,black,140.0,interpolate,2,200,200,white,draw_star,1645.png
0.45,0.47,0.37,0.13,3,black,30.0,interpolate,2,200,200,white,draw_star,1646.png
0.46,0.48,0.45,0.14,3,black,100.0,interpolate,3,200,200,white,draw_star,1647.png
0.49,0.52,0.43,0.19,7,black,10.0,interpolate,2,200,200,white,draw_star,1648.png
0.46,0.49,0.35,0.13,5,black,140.0,interpolate,1,200,200,white,draw_star,1649.png
0.55,0.54,0.43,0.19,6,black,30.0,interpolate,3,200,200,white,draw_star,1650.png
0.54,0.47,0.39,0.11,3,black,140.0,interpolate,2,200,200,white,draw_star,1651.png
0.5,0.55,0.39,0.13,3,black,170.0,interpolate,1,200,200,white,draw_star,1652.png
0.5,0.47,0.45,0.22,5,black,60.0,interpolate,1,200,200,white,draw_star,1653.png
0.46,0.5,0.37,0.16,6,black,150.0,interpolate,1,200,200,white,draw_star,1654.png
0.51,0.45,0.43,0.13,6,black,60.0,interpolate,2,200,200,white,draw_star,1655.png
0.53,0.47,0.45,0.13,6,black,150.0,interpolate,1,200,200,white,draw_star,1656.png
0.47,0.5,0.39,0.13,3,black,80.0,interpolate,3,200,200,white,draw_star,1657.png
0.51,0.51,0.35,0.13,3,black,80.0,interpolate,1,200,200,white,draw_star,1658.png
0.5,0.51,0.37,0.16,5,black,50.0,interpolate,3,200,200,white,draw_star,1659.png
0.46,0.53,0.35,0.25,5,black,110.0,interpolate,1,200,200,white,draw_star,1660.png
0.49,0.46,0.41,0.13,5,black,110.0,interpolate,1,200,200,white,draw_star,1661.png
0.55,0.46,0.35,0.13,3,black,110.0,interpolate,2,200,200,white,draw_star,1662.png
0.49,0.47,0.45,0.22,5,black,0.0,interpolate,2,200,200,white,draw_star,1663.png
0.46,0.55,0.41,0.19,5,black,80.0,interpolate,1,200,200,white,draw_star,1664.png
0.45,0.52,0.41,0.16,6,black,0.0,interpolate,1,200,200,white,draw_star,1665.png
0.45,0.5,0.35,0.1,6,black,30.0,interpolate,2,200,200,white,draw_star,1666.png
0.45,0.54,0.43,0.19,7,black,60.0,interpolate,3,200,200,white,draw_star,1667.png
0.54,0.48,0.41,0.19,6,black,100.0,interpolate,1,200,200,white,draw_star,1668.png
0.53,0.51,0.39,0.1,5,black,140.0,interpolate,3,200,200,white,draw_star,1669.png
0.51,0.47,0.35,0.22,5,black,90.0,interpolate,3,200,200,white,draw_star,1670.png
0.55,0.55,0.43,0.22,5,black,10.0,interpolate,2,200,200,white,draw_star,1671.png
0.5,0.48,0.45,0.12,3,black,120.0,interpolate,1,200,200,white,draw_star,1672.png
0.55,0.51,0.43,0.1,4,black,60.0,interpolate,1,200,200,white,draw_star,1673.png
0.49,0.48,0.37,0.25,6,black,50.0,interpolate,1,200,200,white,draw_star,1674.png
0.48,0.46,0.39,0.13,6,black,20.0,interpolate,1,200,200,white,draw_star,1675.png
0.5,0.55,0.35,0.13,6,black,120.0,interpolate,1,200,200,white,draw_star,1676.png
0.5,0.52,0.45,0.19,5,black,50.0,interpolate,2,200,200,white,draw_star,1677.png
0.52,0.55,0.43,0.16,6,black,90.0,interpolate,1,200,200,white,draw_star,1678.png
0.49,0.46,0.39,0.22,5,black,10.0,interpolate,1,200,200,white,draw_star,1679.png
0.54,0.53,0.41,0.13,5,black,90.0,interpolate,2,200,200,white,draw_star,1680.png
0.48,0.47,0.43,0.16,5,black,150.0,interpolate,1,200,200,white,draw_star,1681.png
0.53,0.45,0.45,0.14,3,black,60.0,interpolate,1,200,200,white,draw_star,1682.png
0.52,0.5,0.37,0.1,7,black,150.0,interpolate,1,200,200,white,draw_star,1683.png
0.54,0.49,0.45,0.25,5,black,110.0,interpolate,1,200,200,white,draw_star,1684.png
0.52,0.5,0.45,0.2,4,black,100.0,interpolate,1,200,200,white,draw_star,1685.png
0.49,0.47,0.45,0.1,5,black,70.0,interpolate,1,200,200,white,draw_star,1686.png
0.5,0.53,0.43,0.19,6,black,90.0,interpolate,3,200,200,white,draw_star,1687.png
0.46,0.55,0.43,0.25,6,black,10.0,interpolate,3,200,200,white,draw_star,1688.png
0.47,0.46,0.37,0.12,3,black,90.0,interpolate,3,200,200,white,draw_star,1689.png
0.53,0.49,0.43,0.1,7,black,170.0,interpolate,3,200,200,white,draw_star,1690.png
0.51,0.54,0.37,0.14,4,black,30.0,interpolate,1,200,200,white,draw_star,1691.png
0.49,0.5,0.43,0.16,7,black,150.0,interpolate,2,200,200,white,draw_star,1692.png
0.48,0.46,0.43,0.1,4,black,20.0,interpolate,3,200,200,white,draw_star,1693.png
0.49,0.53,0.45,0.1,5,black,20.0,interpolate,2,200,200,white,draw_star,1694.png
0.49,0.47,0.39,0.22,7,black,140.0,interpolate,2,200,200,white,draw_star,1695.png
0.49,0.48,0.41,0.1,3,black,100.0,interpolate,2,200,200,white,draw_star,1696.png
0.54,0.46,0.45,0.13,3,black,170.0,interpolate,3,200,200,white,draw_star,1697.png
0.46,0.49,0.41,0.1,5,black,110.0,interpolate,2,200,200,white,draw_star,1698.png
0.53,0.45,0.41,0.15,3,black,70.0,interpolate,2,200,200,white,draw_star,1699.png
0.54,0.47,0.43,0.19,5,black,110.0,interpolate,3,200,200,white,draw_star,1700.png
0.45,0.52,0.43,0.1,3,black,10.0,interpolate,1,200,200,white,draw_star,1701.png
0.51,0.48,0.35,0.13,7,black,150.0,interpolate,2,200,200,white,draw_star,1702.png
0.55,0.49,0.41,0.15,3,black,90.0,interpolate,2,200,200,white,draw_star,1703.png
0.51,0.49,0.35,0.16,4,black,30.0,interpolate,2,200,200,white,draw_star,1704.png
0.52,0.54,0.45,0.25,6,black,170.0,interpolate,2,200,200,white,draw_star,1705.png
0.45,0.48,0.37,0.22,5,black,40.0,interpolate,1,200,200,white,draw_star,1706.png
0.48,0.45,0.45,0.16,5,black,70.0,interpolate,3,200,200,white,draw_star,1707.png
0.53,0.53,0.43,0.13,3,black,160.0,interpolate,1,200,200,white,draw_star,1708.png
0.49,0.54,0.41,0.13,6,black,80.0,interpolate,2,200,200,white,draw_star,1709.png
0.53,0.46,0.41,0.1,3,black,20.0,interpolate,3,200,200,white,draw_star,1710.png
0.46,0.49,0.45,0.14,3,black,40.0,interpolate,2,200,200,white,draw_star,1711.png
0.45,0.54,0.41,0.13,6,black,30.0,interpolate,3,200,200,white,draw_star,1712.png
0.55,0.52,0.45,0.13,7,black,140.0,interpolate,2,200,200,white,draw_star,1713.png
0.47,0.48,0.35,0.16,6,black,150.0,interpolate,3,200,200,white,draw_star,1714.png
0.45,0.54,0.41,0.22,6,black,50.0,interpolate,3,200,200,white,draw_star,1715.png
0.51,0.47,0.35,0.13,6,black,90.0,interpolate,3,200,200,white,draw_star,1716.png
0.53,0.46,0.43,0.13,7,black,40.0,interpolate,1,200,200,white,draw_star,1717.png
0.46,0.53,0.37,0.16,6,black,90.0,interpolate,3,200,200,white,draw_star,1718.png
0.52,0.45,0.45,0.12,4,black,160.0,interpolate,2,200,200,white,draw_star,1719.png
0.52,0.5,0.45,0.1,5,black,0.0,interpolate,1,200,200,white,draw_star,1720.png
0.45,0.48,0.35,0.1,5,black,140.0,interpolate,1,200,200,white,draw_star,1721.png
0.52,0.55,0.35,0.18,4,black,100.0,interpolate,1,200,200,white,draw_star,1722.png
0.51,0.47,0.41,0.25,5,black,0.0,interpolate,3,200,200,white,draw_star,1723.png
0.54,0.5,0.45,0.19,6,black,90.0,interpolate,3,200,200,white,draw_star,1724.png
0.55,0.52,0.37,0.25,6,black,100.0,interpolate,3,200,200,white,draw_star,1725.png
0.47,0.49,0.43,0.15,3,black,60.0,interpolate,2,200,200,white,draw_star,1726.png
0.49,0.55,0.39,0.12,4,black,100.0,interpolate,3,200,200,white,draw_star,1727.png
0.48,0.55,0.35,0.19,5,black,20.0,interpolate,2,200,200,white,draw_star,1728.png
0.53,0.48,0.45,0.1,5,black,50.0,interpolate,3,200,200,white,draw_star,1729.png
0.46,0.5,0.43,0.16,4,black,170.0,interpolate,1,200,200,white,draw_star,1730.png
0.48,0.51,0.41,0.13,3,black,70.0,interpolate,2,200,200,white,draw_star,1731.png
0.45,0.55,0.39,0.1,3,black,110.0,interpolate,3,200,200,white,draw_star,1732.png
0.54,0.47,0.43,0.13,6,black,10.0,interpolate,3,200,200,white,draw_star,1733.png
0.49,0.47,0.41,0.19,5,black,170.0,interpolate,3,200,200,white,draw_star,1734.png
0.47,0.49,0.37,0.13,5,black,170.0,interpolate,2,200,200,white,draw_star,1735.png
0.45,0.47,0.39,0.12,4,black,90.0,interpolate,3,200,200,white,draw_star,1736.png
0.46,0.47,0.35,0.1,3,black,100.0,interpolate,3,200,200,white,draw_star,1737.png
0.5,0.49,0.43,0.14,4,black,160.0,interpolate,1,200,200,white,draw_star,1738.png
0.48,0.55,0.41,0.13,3,black,110.0,interpolate,2,200,200,white,draw_star,1739.png
0.55,0.46,0.37,0.19,5,black,70.0,interpolate,1,200,200,white,draw_star,1740.png
0.55,0.45,0.45,0.12,4,black,70.0,interpolate,2,200,200,white,draw_star,1741.png
0.45,0.55,0.43,0.12,4,black,0.0,interpolate,1,200,200,white,draw_star,1742.png
0.54,0.48,0.45,0.18,4,black,170.0,interpolate,1,200,200,white,draw_star,1743.png
0.49,0.45,0.39,0.2,4,black,10.0,interpolate,3,200,200,white,draw_star,1744.png
0.55,0.53,0.39,0.16,6,black,110.0,interpolate,1,200,200,white,draw_star,1745.png
0.5,0.52,0.45,0.19,7,black,150.0,interpolate,1,200,200,white,draw_star,1746.png
0.48,0.52,0.39,0.14,4,black,60.0,interpolate,2,200,200,white,draw_star,1747.png
0.51,0.46,0.41,0.13,6,black,80.0,interpolate,1,200,200,white,draw_star,1748.png
0.51,0.5,0.35,0.16,6,black,10.0,interpolate,2,200,200,white,draw_star,1749.png
0.47,0.55,0.43,0.13,5,black,60.0,interpolate,2,200,200,white,draw_star,1750.png
0.47,0.48,0.35,0.22,6,black,20.0,interpolate,3,200,200,white,draw_star,1751.png
0.54,0.54,0.35,0.13,3,black,170.0,interpolate,1,200,200,white,draw_star,1752.png
0.45,0.45,0.37,0.15,3,black,110.0,interpolate,2,200,200,white,draw_star,1753.png
0.55,0.47,0.37,0.13,6,black,60.0,interpolate,2,200,200,white,draw_star,1754.png
0.55,0.5,0.35,0.1,7,black,40.0,interpolate,2,200,200,white,draw_star,1755.png
0.45,0.55,0.37,0.13,5,black,70.0,interpolate,2,200,200,white,draw_star,1756.png
0.48,0.5,0.41,0.1,7,black,80.0,interpolate,1,200,200,white,draw_star,1757.png
0.49,0.45,0.41,0.22,5,black,20.0,interpolate,1,200,200,white,draw_star,1758.png
0.51,0.55,0.45,0.1,5,black,40.0,interpolate,2,200,200,white,draw_star,1759.png
0.47,0.52,0.43,0.19,5,black,80.0,interpolate,2,200,200,white,draw_star,1760.png
0.51,0.46,0.37,0.1,5,black,60.0,interpolate,1,200,200,white,draw_star,1761.png
0.48,0.51,0.45,0.1,7,black,20.0,interpolate,3,200,200,white,draw_star,1762.png
0.49,0.46,0.35,0.16,7,black,20.0,interpolate,2,200,200,white,draw_star,1763.png
0.55,0.49,0.45,0.25,7,black,40.0,interpolate,3,200,200,white,draw_star,1764.png
0.51,0.52,0.39,0.25,5,black,160.0,interpolate,2,200,200,white,draw_star,1765.png
0.45,0.52,0.41,0.19,5,black,0.0,interpolate,3,200,200,white,draw_star,1766.png
0.47,0.53,0.45,0.15,3,black,160.0,interpolate,2,200,200,white,draw_star,1767.png
0.5,0.5,0.35,0.13,5,black,50.0,interpolate,1,200,200,white,draw_star,1768.png
0.55,0.47,0.41,0.19,7,black,160.0,interpolate,2,200,200,white,draw_star,1769.png
0.53,0.54,0.43,0.1,7,black,130.0,interpolate,2,200,200,white,draw_star,1770.png
0.5,0.45,0.45,0.11,3,black,130.0,interpolate,2,200,200,white,draw_star,1771.png
0.5,0.46,0.37,0.13,7,black,10.0,interpolate,3,200,200,white,draw_star,1772.png
0.55,0.45,0.35,0.1,4,black,130.0,interpolate,3,200,200,white,draw_star,1773.png
0.49,0.46,0.35,0.22,7,black,110.0,interpolate,2,200,200,white,draw_star,1774.png
0.49,0.52,0.41,0.19,5,black,40.0,interpolate,3,200,200,white,draw_star,1775.png
0.52,0.48,0.45,0.22,6,black,130.0,interpolate,2,200,200,white,draw_star,1776.png
0.45,0.49,0.35,0.15,3,black,150.0,interpolate,3,200,200,white,draw_star,1777.png
0.45,0.52,0.37,0.1,7,black,0.0,interpolate,2,200,200,white,draw_star,1778.png
0.55,0.47,0.45,0.14,3,black,110.0,interpolate,2,200,200,white,draw_star,1779.png
0.49,0.53,0.45,0.1,3,black,80.0,interpolate,2,200,200,white,draw_star,1780.png
0.49,0.52,0.35,0.16,6,black,20.0,interpolate,2,200,200,white,draw_star,1781.png
0.49,0.5,0.45,0.13,5,black,70.0,interpolate,3,200,200,white,draw_star,1782.png
0.47,0.46,0.35,0.25,5,black,140.0,interpolate,1,200,200,white,draw_star,1783.png
0.52,0.47,0.41,0.1,4,black,20.0,interpolate,3,200,200,white,draw_star,1784.png
0.45,0.51,0.37,0.13,6,black,120.0,interpolate,3,200,200,white,draw_star,1785.png
0.5,0.47,0.37,0.15,3,black,70.0,interpolate,2,200,200,white,draw_star,1786.png
0.46,0.46,0.41,0.1,6,black,50.0,interpolate,3,200,200,white,draw_star,1787.png
0.45,0.45,0.35,0.1,7,black,130.0,interpolate,2,200,200,white,draw_star,1788.png
0.47,0.45,0.45,0.16,4,black,60.0,interpolate,2,200,200,white,draw_star,1789.png
0.54,0.47,0.35,0.18,4,black,60.0,interpolate,3,200,200,white,draw_star,1790.png
0.49,0.53,0.39,0.25,7,black,130.0,interpolate,2,200,200,white,draw_star,1791.png
0.51,0.47,0.35,0.16,5,black,160.0,interpolate,1,200,200,white,draw_star,1792.png
0.53,0.47,0.37,0.12,4,black,10.0,interpolate,1,200,200,white,draw_star,1793.png
0.52,0.55,0.35,0.1,7,black,20.0,interpolate,2,200,200,white,draw_star,1794.png
0.46,0.55,0.37,0.19,5,black,20.0,interpolate,3,200,200,white,draw_star,1795.png
