x,y,width,height,skew,color,rotation_angle,outline,linewidth,image_width,image_height,background_color,plot_function,file_name
0.48,0.49,0.31,0.26,0.0,black,50.0,interpolate,2,200,200,white,draw_parallelogram,2506.png
0.47,0.51,0.2,0.2,0.0,black,120.0,interpolate,1,200,200,white,draw_parallelogram,2507.png
0.55,0.45,0.2,0.48,7.5,black,140.0,interpolate,2,200,200,white,draw_parallelogram,2508.png
0.51,0.47,0.42,0.42,0.0,black,130.0,interpolate,1,200,200,white,draw_parallelogram,2509.png
0.5,0.55,0.48,0.37,0.0,black,60.0,interpolate,1,200,200,white,draw_parallelogram,2510.png
0.46,0.52,0.26,0.26,45.0,black,90.0,interpolate,3,200,200,white,draw_parallelogram,2511.png
0.45,0.53,0.31,0.37,22.5,black,10.0,interpolate,1,200,200,white,draw_parallelogram,2512.png
0.52,0.48,0.42,0.2,22.5,black,130.0,interpolate,3,200,200,white,draw_parallelogram,2513.png
0.55,0.48,0.42,0.48,15.0,black,20.0,interpolate,3,200,200,white,draw_parallelogram,2514.png
0.5,0.5,0.48,0.2,0.0,black,170.0,interpolate,2,200,200,white,draw_parallelogram,2515.png
0.49,0.45,0.2,0.37,0.0,black,10.0,interpolate,1,200,200,white,draw_parallelogram,2516.png
0.47,0.55,0.2,0.48,30.0,black,10.0,interpolate,2,200,200,white,draw_parallelogram,2517.png
0.48,0.53,0.2,0.26,15.0,black,170.0,interpolate,3,200,200,white,draw_parallelogram,2518.png
0.45,0.51,0.2,0.2,22.5,black,60.0,interpolate,3,200,200,white,draw_parallelogram,2519.png
0.47,0.52,0.37,0.2,37.5,black,150.0,interpolate,3,200,200,white,draw_parallelogram,2520.png
0.53,0.55,0.48,0.37,45.0,black,80.0,interpolate,1,200,200,white,draw_parallelogram,2521.png
0.49,0.48,0.2,0.2,15.0,black,100.0,interpolate,3,200,200,white,draw_parallelogram,2522.png
0.49,0.47,0.26,0.42,45.0,black,120.0,interpolate,3,200,200,white,draw_parallelogram,2523.png
0.48,0.52,0.42,0.31,15.0,black,110.0,interpolate,3,200,200,white,draw_parallelogram,2524.png
0.54,0.46,0.2,0.31,0.0,black,50.0,interpolate,2,200,200,white,draw_parallelogram,2525.png
0.46,0.47,0.42,0.42,7.5,black,130.0,interpolate,1,200,200,white,draw_parallelogram,2526.png
0.51,0.47,0.37,0.42,0.0,black,90.0,interpolate,1,200,200,white,draw_parallelogram,2527.png
0.55,0.5,0.2,0.37,22.5,black,130.0,interpolate,1,200,200,white,draw_parallelogram,2528.png
0.54,0.52,0.37,0.2,7.5,black,90.0,interpolate,1,200,200,white,draw_parallelogram,2529.png
0.51,0.45,0.37,0.37,37.5,black,30.0,interpolate,3,200,200,white,draw_parallelogram,2530.png
0.49,0.52,0.2,0.31,15.0,black,170.0,interpolate,2,200,200,white,draw_parallelogram,2531.png
0.45,0.47,0.37,0.42,0.0,black,10.0,interpolate,3,200,200,white,draw_parallelogram,2532.png
0.51,0.49,0.2,0.48,22.5,black,90.0,interpolate,2,200,200,white,draw_parallelogram,2533.png
0.47,0.54,0.42,0.2,45.0,black,170.0,interpolate,3,200,200,white,draw_parallelogram,2534.png
0.47,0.51,0.26,0.48,22.5,black,50.0,interpolate,1,200,200,white,draw_parallelogram,2535.png
0.54,0.55,0.37,0.26,7.5,black,60.0,interpolate,1,200,200,white,draw_parallelogram,2536.png
0.47,0.49,0.37,0.37,15.0,black,160.0,interpolate,3,200,200,white,draw_parallelogram,2537.png
0.48,0.46,0.37,0.42,7.5,black,140.0,interpolate,3,200,200,white,draw_parallelogram,2538.png
0.46,0.46,0.2,0.2,22.5,black,100.0,interpolate,2,200,200,white,draw_parallelogram,2539.png
0.49,0.51,0.48,0.48,30.0,black,120.0,interpolate,1,200,200,white,draw_parallelogram,2540.png
0.5,0.54,0.2,0.26,15.0,black,70.0,interpolate,2,200,200,white,draw_parallelogram,2541.png
0.54,0.46,0.42,0.2,15.0,black,150.0,interpolate,2,200,200,white,draw_parallelogram,2542.png
0.46,0.48,0.42,0.26,30.0,black,170.0,interpolate,2,200,200,white,draw_parallelogram,2543.png
0.52,0.47,0.48,0.31,45.0,black,150.0,interpolate,2,200,200,white,draw_parallelogram,2544.png
0.49,0.49,0.26,0.2,45.0,black,90.0,interpolate,2,200,200,white,draw_parallelogram,2545.png
0.47,0.54,0.26,0.42,0.0,black,10.0,interpolate,3,200,200,white,draw_parallelogram,2546.png
0.52,0.54,0.2,0.26,30.0,black,60.0,interpolate,1,200,200,white,draw_parallelogram,2547.png
0.53,0.5,0.2,0.31,7.5,black,80.0,interpolate,2,200,200,white,draw_parallelogram,2548.png
0.55,0.51,0.48,0.48,30.0,black,90.0,interpolate,1,200,200,white,draw_parallelogram,2549.png
0.53,0.46,0.2,0.37,37.5,black,160.0,interpolate,2,200,200,white,draw_parallelogram,2550.png
0.54,0.47,0.2,0.48,0.0,black,90.0,interpolate,3,200,200,white,draw_parallelogram,2551.png
0.45,0.54,0.37,0.2,7.5,black,130.0,interpolate,3,200,200,white,draw_parallelogram,2552.png
0.46,0.53,0.31,0.31,37.5,black,80.0,interpolate,3,200,200,white,draw_parallelogram,2553.png
0.5,0.5,0.2,0.42,37.5,black,90.0,interpolate,2,200,200,white,draw_parallelogram,2554.png
0.45,0.47,0.2,0.37,15.0,black,30.0,interpolate,1,200,200,white,draw_parallelogram,2555.png
0.51,0.55,0.48,0.26,37.5,black,80.0,interpolate,2,200,200,white,draw_parallelogram,2556.png
0.55,0.46,0.2,0.42,15.0,black,90.0,interpolate,2,200,200,white,draw_parallelogram,2557.png
0.54,0.49,0.37,0.31,30.0,black,110.0,interpolate,3,200,200,white,draw_parallelogram,2558.png
0.55,0.54,0.2,0.37,7.5,black,50.0,interpolate,1,200,200,white,draw_parallelogram,2559.png
0.54,0.55,0.31,0.2,30.0,black,50.0,interpolate,3,200,200,white,draw_parallelogram,2560.png
0.5,0.52,0.26,0.37,7.5,black,40.0,interpolate,2,200,200,white,draw_parallelogram,2561.png
0.55,0.54,0.26,0.26,45.0,black,10.0,interpolate,1,200,200,white,draw_parallelogram,2562.png
0.45,0.5,0.48,0.42,30.0,black,130.0,interpolate,2,200,200,white,draw_parallelogram,2563.png
0.46,0.49,0.42,0.48,37.5,black,50.0,interpolate,1,200,200,white,draw_parallelogram,2564.png
0.53,0.45,0.37,0.48,45.0,black,70.0,interpolate,3,200,200,white,draw_parallelogram,2565.png
0.51,0.52,0.26,0.42,0.0,black,170.0,interpolate,3,200,200,white,draw_parallelogram,2566.png
0.49,0.54,0.42,0.37,30.0,black,40.0,interpolate,3,200,200,white,draw_parallelogram,2567.png
0.47,0.46,0.48,0.26,30.0,black,60.0,interpolate,2,200,200,white,draw_parallelogram,2568.png
0.5,0.55,0.42,0.48,15.0,black,90.0,interpolate,3,200,200,white,draw_parallelogram,2569.png
0.54,0.47,0.26,0.42,30.0,black,50.0,interpolate,3,200,200,white,draw_parallelogram,2570.png
0.55,0.5,0.26,0.26,7.5,black,90.0,interpolate,2,200,200,white,draw_parallelogram,2571.png
0.51,0.51,0.48,0.26,37.5,black,30.0,interpolate,2,200,200,white,draw_parallelogram,2572.png
0.55,0.45,0.26,0.31,0.0,black,90.0,interpolate,1,200,200,white,draw_parallelogram,2573.png
0.48,0.49,0.42,0.48,30.0,black,130.0,interpolate,3,200,200,white,draw_parallelogram,2574.png
0.52,0.5,0.2,0.37,30.0,black,90.0,interpolate,1,200,200,white,draw_parallelogram,2575.png
0.53,0.54,0.31,0.42,15.0,black,10.0,interpolate,2,200,200,white,draw_parallelogram,2576.png
0.55,0.47,0.37,0.42,37.5,black,80.0,interpolate,1,200,200,white,draw_parallelogram,2577.png
0.53,0.5,0.48,0.26,0.0,black,110.0,interpolate,3,200,200,white,draw_parallelogram,2578.png
0.49,0.54,0.31,0.37,45.0,black,110.0,interpolate,1,200,200,white,draw_parallelogram,2579.png
0.47,0.47,0.37,0.26,30.0,black,50.0,interpolate,3,200,200,white,draw_parallelogram,2580.png
0.49,0.51,0.37,0.31,0.0,black,90.0,interpolate,1,200,200,white,draw_parallelogram,2581.png
0.48,0.45,0.26,0.31,15.0,black,70.0,interpolate,1,200,200,white,draw_parallelogram,2582.png
0.46,0.47,0.31,0.48,7.5,black,70.0,interpolate,1,200,200,white,draw_parallelogram,2583.png
0.47,0.47,0.42,0.48,15.0,black,90.0,interpolate,3,200,200,white,draw_parallelogram,2584.png
0.51,0.54,0.2,0.2,15.0,black,10.0,interpolate,2,200,200,white,draw_parallelogram,2585.png
0.45,0.47,0.42,0.31,45.0,black,20.0,interpolate,2,200,200,white,draw_parallelogram,2586.png
0.5,0.51,0.26,0.48,30.0,black,0.0,interpolate,1,200,200,white,draw_parallelogram,2587.png
0.45,0.55,0.48,0.31,45.0,black,70.0,interpolate,1,200,200,white,draw_parallelogram,2588.png
0.51,0.45,0.37,0.42,22.5,black,20.0,interpolate,2,200,200,white,draw_parallelogram,2589.png
0.45,0.52,0.37,0.48,0.0,black,110.0,interpolate,2,200,200,white,draw_parallelogram,2590.png
0.49,0.46,0.31,0.2,0.0,black,160.0,interpolate,3,200,200,white,draw_parallelogram,2591.png
0.53,0.51,0.42,0.48,37.5,black,130.0,interpolate,3,200,200,white,draw_parallelogram,2592.png
0.45,0.53,0.42,0.26,45.0,black,170.0,interpolate,1,200,200,white,draw_parallelogram,2593.png
0.52,0.47,0.37,0.37,45.0,black,40.0,interpolate,3,200,200,white,draw_parallelogram,2594.png
0.55,0.51,0.2,0.37,15.0,black,160.0,interpolate,1,200,200,white,draw_parallelogram,2595.png
0.53,0.55,0.42,0.42,30.0,black,60.0,interpolate,1,200,200,white,draw_parallelogram,2596.png
0.53,0.55,0.42,0.31,0.0,black,70.0,interpolate,2,200,200,white,draw_parallelogram,2597.png
0.51,0.55,0.2,0.2,45.0,black,120.0,interpolate,2,200,200,white,draw_parallelogram,2598.png
0.52,0.5,0.42,0.37,37.5,black,120.0,interpolate,2,200,200,white,draw_parallelogram,2599.png
0.46,0.54,0.2,0.31,37.5,black,10.0,interpolate,3,200,200,white,draw_parallelogram,2600.png
0.54,0.52,0.42,0.26,0.0,black,60.0,interpolate,3,200,200,white,draw_parallelogram,2601.png
0.48,0.5,0.42,0.42,37.5,black,120.0,interpolate,1,200,200,white,draw_parallelogram,2602.png
0.51,0.45,0.37,0.48,7.5,black,110.0,interpolate,3,200,200,white,draw_parallelogram,2603.png
0.48,0.53,0.42,0.31,0.0,black,40.0,interpolate,1,200,200,white,draw_parallelogram,2604.png
0.51,0.5,0.31,0.37,15.0,black,120.0,interpolate,2,200,200,white,draw_parallelogram,2605.png
0.49,0.53,0.26,0.2,0.0,black,60.0,interpolate,3,200,200,white,draw_parallelogram,2606.png
0.46,0.47,0.26,0.37,37.5,black,70.0,interpolate,3,200,200,white,draw_parallelogram,2607.png
0.52,0.51,0.31,0.42,37.5,black,110.0,interpolate,2,200,200,white,draw_parallelogram,2608.png
0.49,0.51,0.42,0.48,22.5,black,10.0,interpolate,2,200,200,white,draw_parallelogram,2609.png
0.52,0.47,0.26,0.37,7.5,black,60.0,interpolate,1,200,200,white,draw_parallelogram,2610.png
0.52,0.53,0.42,0.31,22.5,black,50.0,interpolate,3,200,200,white,draw_parallelogram,2611.png
0.47,0.5,0.42,0.26,7.5,black,160.0,interpolate,1,200,200,white,draw_parallelogram,2612.png
0.46,0.5,0.2,0.31,45.0,black,130.0,interpolate,2,200,200,white,draw_parallelogram,2613.png
0.5,0.47,0.37,0.26,30.0,black,130.0,interpolate,3,200,200,white,draw_parallelogram,2614.png
0.47,0.54,0.2,0.31,0.0,black,100.0,interpolate,3,200,200,white,draw_parallelogram,2615.png
0.45,0.52,0.31,0.31,0.0,black,110.0,interpolate,3,200,200,white,draw_parallelogram,2616.png
0.5,0.51,0.26,0.48,37.5,black,90.0,interpolate,1,200,200,white,draw_parallelogram,2617.png
0.47,0.54,0.42,0.26,15.0,black,60.0,interpolate,3,200,200,white,draw_parallelogram,2618.png
0.52,0.55,0.26,0.42,45.0,black,10.0,interpolate,2,200,200,white,draw_parallelogram,2619.png
0.45,0.47,0.31,0.37,22.5,black,130.0,interpolate,1,200,200,white,draw_parallelogram,2620.png
0.5,0.48,0.48,0.37,45.0,black,100.0,interpolate,3,200,200,white,draw_parallelogram,2621.png
0.48,0.46,0.48,0.48,7.5,black,100.0,interpolate,1,200,200,white,draw_parallelogram,2622.png
0.46,0.51,0.42,0.26,0.0,black,30.0,interpolate,2,200,200,white,draw_parallelogram,2623.png
0.49,0.55,0.37,0.26,15.0,black,0.0,interpolate,2,200,200,white,draw_parallelogram,2624.png
0.53,0.55,0.31,0.26,37.5,black,150.0,interpolate,3,200,200,white,draw_parallelogram,2625.png
0.48,0.46,0.2,0.42,22.5,black,50.0,interpolate,2,200,200,white,draw_parallelogram,2626.png
0.51,0.52,0.26,0.37,45.0,black,20.0,interpolate,2,200,200,white,draw_parallelogram,2627.png
0.53,0.45,0.37,0.42,45.0,black,50.0,interpolate,2,200,200,white,draw_parallelogram,2628.png
0.54,0.47,0.37,0.37,30.0,black,10.0,interpolate,1,200,200,white,draw_parallelogram,2629.png
0.52,0.54,0.2,0.42,37.5,black,20.0,interpolate,2,200,200,white,draw_parallelogram,2630.png
0.47,0.48,0.42,0.26,45.0,black,90.0,interpolate,2,200,200,white,draw_parallelogram,2631.png
0.53,0.49,0.48,0.48,37.5,black,10.0,interpolate,3,200,200,white,draw_parallelogram,2632.png
0.53,0.5,0.31,0.31,15.0,black,40.0,interpolate,1,200,200,white,draw_parallelogram,2633.png
0.49,0.48,0.48,0.37,0.0,black,130.0,interpolate,3,200,200,white,draw_parallelogram,2634.png
0.53,0.47,0.2,0.42,22.5,black,120.0,interpolate,2,200,200,white,draw_parallelogram,2635.png
0.52,0.48,0.31,0.37,7.5,black,150.0,interpolate,2,200,200,white,draw_parallelogram,2636.png
0.47,0.51,0.31,0.2,15.0,black,140.0,interpolate,1,200,200,white,draw_parallelogram,2637.png
0.47,0.45,0.26,0.48,45.0,black,50.0,interpolate,1,200,200,white,draw_parallelogram,2638.png
0.52,0.51,0.42,0.2,22.5,black,90.0,interpolate,1,200,200,white,draw_parallelogram,2639.png
0.49,0.49,0.48,0.48,37.5,black,90.0,interpolate,2,200,200,white,draw_parallelogram,2640.png
0.46,0.46,0.37,0.42,37.5,black,140.0,interpolate,2,200,200,white,draw_parallelogram,2641.png
0.46,0.49,0.42,0.48,30.0,black,100.0,interpolate,2,200,200,white,draw_parallelogram,2642.png
0.5,0.51,0.2,0.37,0.0,black,0.0,interpolate,2,200,200,white,draw_parallelogram,2643.png
0.5,0.45,0.37,0.26,22.5,black,150.0,interpolate,1,200,200,white,draw_parallelogram,2644.png
0.51,0.52,0.2,0.31,7.5,black,0.0,interpolate,1,200,200,white,draw_parallelogram,2645.png
0.52,0.47,0.48,0.42,0.0,black,40.0,interpolate,3,200,200,white,draw_parallelogram,2646.png
0.45,0.53,0.42,0.48,22.5,black,80.0,interpolate,1,200,200,white,draw_parallelogram,2647.png
0.51,0.5,0.37,0.42,0.0,black,80.0,interpolate,3,200,200,white,draw_parallelogram,2648.png
0.52,0.51,0.42,0.2,30.0,black,120.0,interpolate,3,200,200,white,draw_parallelogram,2649.png
0.52,0.48,0.31,0.26,37.5,black,30.0,interpolate,1,200,200,white,draw_parallelogram,2650.png
0.51,0.5,0.2,0.31,45.0,black,20.0,interpolate,2,200,200,white,draw_parallelogram,2651.png
0.53,0.49,0.26,0.2,22.5,black,0.0,interpolate,1,200,200,white,draw_parallelogram,2652.png
0.5,0.54,0.31,0.2,30.0,black,80.0,interpolate,2,200,200,white,draw_parallelogram,2653.png
0.5,0.45,0.48,0.2,30.0,black,90.0,interpolate,1,200,200,white,draw_parallelogram,2654.png
0.5,0.45,0.31,0.26,0.0,black,40.0,interpolate,2,200,200,white,draw_parallelogram,2655.png
0.46,0.53,0.42,0.48,45.0,black,130.0,interpolate,3,200,200,white,draw_parallelogram,2656.png
0.54,0.46,0.42,0.48,15.0,black,70.0,interpolate,1,200,200,white,draw_parallelogram,2657.png
0.51,0.52,0.26,0.31,7.5,black,80.0,interpolate,2,200,200,white,draw_parallelogram,2658.png
0.54,0.51,0.42,0.42,45.0,black,120.0,interpolate,3,200,200,white,draw_parallelogram,2659.png
0.47,0.5,0.26,0.48,0.0,black,120.0,interpolate,3,200,200,white,draw_parallelogram,2660.png
0.45,0.49,0.31,0.48,0.0,black,60.0,interpolate,2,200,200,white,draw_parallelogram,2661.png
0.51,0.49,0.2,0.48,45.0,black,20.0,interpolate,1,200,200,white,draw_parallelogram,2662.png
0.55,0.54,0.48,0.31,22.5,black,40.0,interpolate,1,200,200,white,draw_parallelogram,2663.png
0.49,0.55,0.31,0.37,7.5,black,70.0,interpolate,1,200,200,white,draw_parallelogram,2664.png
0.48,0.47,0.37,0.37,0.0,black,90.0,interpolate,3,200,200,white,draw_parallelogram,2665.png
0.49,0.48,0.31,0.37,37.5,black,150.0,interpolate,3,200,200,white,draw_parallelogram,2666.png
0.45,0.52,0.26,0.2,37.5,black,150.0,interpolate,2,200,200,white,draw_parallelogram,2667.png
0.5,0.52,0.48,0.48,22.5,black,170.0,interpolate,3,200,200,white,draw_parallelogram,2668.png
0.52,0.48,0.37,0.2,30.0,black,0.0,interpolate,2,200,200,white,draw_parallelogram,2669.png
0.5,0.53,0.48,0.48,15.0,black,20.0,interpolate,1,200,200,white,draw_parallelogram,2670.png
0.48,0.54,0.42,0.31,0.0,black,30.0,interpolate,2,200,200,white,draw_parallelogram,2671.png
0.47,0.54,0.37,0.26,22.5,black,140.0,interpolate,2,200,200,white,draw_parallelogram,2672.png
0.49,0.55,0.26,0.31,7.5,black,140.0,interpolate,1,200,200,white,draw_parallelogram,2673.png
0.48,0.5,0.42,0.48,30.0,black,100.0,interpolate,3,200,200,white,draw_parallelogram,2674.png
0.52,0.55,0.42,0.37,45.0,black,80.0,interpolate,1,200,200,white,draw_parallelogram,2675.png
0.5,0.49,0.42,0.26,30.0,black,150.0,interpolate,1,200,200,white,draw_parallelogram,2676.png
0.53,0.49,0.42,0.26,0.0,black,150.0,interpolate,1,200,200,white,draw_parallelogram,2677.png
0.46,0.48,0.31,0.31,37.5,black,170.0,interpolate,3,200,200,white,draw_parallelogram,2678.png
0.53,0.55,0.37,0.37,15.0,black,100.0,interpolate,1,200,200,white,draw_parallelogram,2679.png
0.46,0.53,0.2,0.42,7.5,black,60.0,interpolate,1,200,200,white,draw_parallelogram,2680.png
0.48,0.5,0.37,0.31,15.0,black,40.0,interpolate,2,200,200,white,draw_parallelogram,2681.png
0.51,0.47,0.26,0.2,45.0,black,70.0,interpolate,2,200,200,white,draw_parallelogram,2682.png
0.45,0.55,0.42,0.48,22.5,black,140.0,interpolate,3,200,200,white,draw_parallelogram,2683.png
0.48,0.52,0.2,0.42,7.5,black,60.0,interpolate,3,200,200,white,draw_parallelogram,2684.png
0.51,0.49,0.42,0.26,30.0,black,10.0,interpolate,3,200,200,white,draw_parallelogram,2685.png
0.55,0.52,0.37,0.37,0.0,black,170.0,interpolate,1,200,200,white,draw_parallelogram,2686.png
0.51,0.52,0.42,0.2,0.0,black,170.0,interpolate,3,200,200,white,draw_parallelogram,2687.png
0.49,0.51,0.26,0.42,30.0,black,70.0,interpolate,1,200,200,white,draw_parallelogram,2688.png
0.52,0.51,0.26,0.48,7.5,black,60.0,interpolate,1,200,200,white,draw_parallelogram,2689.png
0.47,0.49,0.37,0.2,45.0,black,130.0,interpolate,2,200,200,white,draw_parallelogram,2690.png
0.46,0.49,0.31,0.2,45.0,black,50.0,interpolate,2,200,200,white,draw_parallelogram,2691.png
0.47,0.49,0.26,0.26,15.0,black,70.0,interpolate,1,200,200,white,draw_parallelogram,2692.png
0.52,0.54,0.48,0.42,22.5,black,120.0,interpolate,3,200,200,white,draw_parallelogram,2693.png
0.46,0.49,0.2,0.2,45.0,black,170.0,interpolate,2,200,200,white,draw_parallelogram,2694.png
0.45,0.53,0.37,0.31,22.5,black,160.0,interpolate,2,200,200,white,draw_parallelogram,2695.png
0.47,0.55,0.48,0.2,37.5,black,0.0,interpolate,1,200,200,white,draw_parallelogram,2696.png
0.5,0.54,0.31,0.26,30.0,black,80.0,interpolate,3,200,200,white,draw_parallelogram,2697.png
0.49,0.45,0.26,0.2,0.0,black,50.0,interpolate,2,200,200,white,draw_parallelogram,2698.png
0.46,0.5,0.48,0.31,45.0,black,80.0,interpolate,2,200,200,white,draw_parallelogram,2699.png
0.54,0.51,0.26,0.48,7.5,black,10.0,interpolate,2,200,200,white,draw_parallelogram,2700.png
0.54,0.46,0.42,0.31,15.0,black,80.0,interpolate,1,200,200,white,draw_parallelogram,2701.png
0.51,0.45,0.37,0.26,7.5,black,20.0,interpolate,2,200,200,white,draw_parallelogram,2702.png
0.53,0.53,0.26,0.42,22.5,black,150.0,interpolate,2,200,200,white,draw_parallelogram,2703.png
0.51,0.49,0.26,0.37,37.5,black,80.0,interpolate,3,200,200,white,draw_parallelogram,2704.png
0.5,0.45,0.31,0.2,0.0,black,170.0,interpolate,3,200,200,white,draw_parallelogram,2705.png
0.53,0.49,0.2,0.48,7.5,black,110.0,interpolate,2,200,200,white,draw_parallelogram,2706.png
0.45,0.53,0.2,0.42,45.0,black,130.0,interpolate,2,200,200,white,draw_parallelogram,2707.png
0.47,0.52,0.2,0.42,0.0,black,20.0,interpolate,2,200,200,white,draw_parallelogram,2708.png
0.46,0.45,0.26,0.48,45.0,black,60.0,interpolate,3,200,200,white,draw_parallelogram,2709.png
0.45,0.49,0.31,0.42,45.0,black,160.0,interpolate,2,200,200,white,draw_parallelogram,2710.png
0.48,0.46,0.2,0.37,15.0,black,80.0,interpolate,1,200,200,white,draw_parallelogram,2711.png
0.5,0.49,0.48,0.2,45.0,black,20.0,interpolate,1,200,200,white,draw_parallelogram,2712.png
0.46,0.48,0.2,0.42,7.5,black,40.0,interpolate,2,200,200,white,draw_parallelogram,2713.png
0.52,0.48,0.42,0.31,37.5,black,160.0,interpolate,3,200,200,white,draw_parallelogram,2714.png
0.53,0.46,0.26,0.31,7.5,black,20.0,interpolate,1,200,200,white,draw_parallelogram,2715.png
0.48,0.5,0.48,0.37,0.0,black,110.0,interpolate,1,200,200,white,draw_parallelogram,2716.png
0.48,0.55,0.48,0.42,37.5,black,160.0,interpolate,1,200,200,white,draw_parallelogram,2717.png
0.55,0.52,0.31,0.42,30.0,black,40.0,interpolate,1,200,200,white,draw_parallelogram,2718.png
0.53,0.53,0.2,0.31,22.5,black,100.0,interpolate,3,200,200,white,draw_parallelogram,2719.png
0.45,0.5,0.48,0.2,45.0,black,60.0,interpolate,2,200,200,white,draw_parallelogram,2720.png
0.51,0.52,0.48,0.31,7.5,black,120.0,interpolate,2,200,200,white,draw_parallelogram,2721.png
0.5,0.53,0.37,0.42,30.0,black,110.0,interpolate,3,200,200,white,draw_parallelogram,2722.png
0.46,0.48,0.48,0.42,15.0,black,90.0,interpolate,2,200,200,white,draw_parallelogram,2723.png
0.52,0.49,0.31,0.42,37.5,black,170.0,interpolate,1,200,200,white,draw_parallelogram,2724.png
0.47,0.49,0.48,0.42,30.0,black,80.0,interpolate,3,200,200,white,draw_parallelogram,2725.png
0.55,0.49,0.48,0.42,0.0,black,100.0,interpolate,1,200,200,white,draw_parallelogram,2726.png
0.5,0.46,0.37,0.2,7.5,black,20.0,interpolate,3,200,200,white,draw_parallelogram,2727.png
0.47,0.5,0.48,0.48,30.0,black,170.0,interpolate,3,200,200,white,draw_parallelogram,2728.png
0.47,0.5,0.48,0.2,30.0,black,40.0,interpolate,2,200,200,white,draw_parallelogram,2729.png
0.51,0.48,0.31,0.31,0.0,black,140.0,interpolate,2,200,200,white,draw_parallelogram,2730.png
0.46,0.46,0.2,0.42,22.5,black,40.0,interpolate,1,200,200,white,draw_parallelogram,2731.png
0.48,0.51,0.48,0.48,45.0,black,60.0,interpolate,3,200,200,white,draw_parallelogram,2732.png
0.48,0.46,0.2,0.37,0.0,black,20.0,interpolate,2,200,200,white,draw_parallelogram,2733.png
0.55,0.51,0.2,0.2,22.5,black,90.0,interpolate,1,200,200,white,draw_parallelogram,2734.png
0.47,0.51,0.31,0.31,15.0,black,160.0,interpolate,3,200,200,white,draw_parallelogram,2735.png
0.55,0.49,0.31,0.42,37.5,black,60.0,interpolate,1,200,200,white,draw_parallelogram,2736.png
0.46,0.5,0.31,0.2,7.5,black,110.0,interpolate,1,200,200,white,draw_parallelogram,2737.png
0.46,0.51,0.2,0.48,0.0,black,120.0,interpolate,3,200,200,white,draw_parallelogram,2738.png
0.46,0.54,0.42,0.48,7.5,black,50.0,interpolate,3,200,200,white,draw_parallelogram,2739.png
0.49,0.52,0.48,0.2,0.0,black,100.0,interpolate,3,200,200,white,draw_parallelogram,2740.png
0.47,0.5,0.26,0.2,7.5,black,150.0,interpolate,1,200,200,white,draw_parallelogram,2741.png
0.45,0.45,0.48,0.31,7.5,black,90.0,interpolate,2,200,200,white,draw_parallelogram,2742.png
0.53,0.52,0.31,0.42,22.5,black,100.0,interpolate,2,200,200,white,draw_parallelogram,2743.png
0.52,0.47,0.26,0.26,22.5,black,10.0,interpolate,1,200,200,white,draw_parallelogram,2744.png
0.48,0.49,0.48,0.48,0.0,black,50.0,interpolate,1,200,200,white,draw_parallelogram,2745.png
0.53,0.51,0.31,0.48,37.5,black,30.0,interpolate,3,200,200,white,draw_parallelogram,2746.png
0.51,0.53,0.31,0.42,45.0,black,130.0,interpolate,3,200,200,white,draw_parallelogram,2747.png
0.49,0.52,0.37,0.26,30.0,black,40.0,interpolate,1,200,200,white,draw_parallelogram,2748.png
0.47,0.53,0.42,0.26,37.5,black,30.0,interpolate,1,200,200,white,draw_parallelogram,2749.png
0.47,0.48,0.37,0.42,7.5,black,90.0,interpolate,2,200,200,white,draw_parallelogram,2750.png
0.46,0.51,0.2,0.48,45.0,black,30.0,interpolate,3,200,200,white,draw_parallelogram,2751.png
0.46,0.55,0.42,0.31,22.5,black,100.0,interpolate,1,200,200,white,draw_parallelogram,2752.png
0.46,0.54,0.42,0.42,15.0,black,100.0,interpolate,3,200,200,white,draw_parallelogram,2753.png
0.48,0.48,0.26,0.37,30.0,black,170.0,interpolate,3,200,200,white,draw_parallelogram,2754.png
0.53,0.52,0.42,0.2,22.5,black,30.0,interpolate,3,200,200,white,draw_parallelogram,2755.png
0.51,0.55,0.31,0.48,22.5,black,160.0,interpolate,3,200,200,white,draw_parallelogram,2756.png
0.49,0.48,0.48,0.37,0.0,black,0.0,interpolate,1,200,200,white,draw_parallelogram,2757.png
0.51,0.45,0.31,0.26,37.5,black,160.0,interpolate,2,200,200,white,draw_parallelogram,2758.png
0.51,0.46,0.31,0.26,15.0,black,110.0,interpolate,1,200,200,white,draw_parallelogram,2759.png
0.46,0.54,0.31,0.42,15.0,black,140.0,interpolate,3,200,200,white,draw_parallelogram,2760.png
0.45,0.54,0.2,0.42,22.5,black,160.0,interpolate,3,200,200,white,draw_parallelogram,2761.png
0.48,0.51,0.48,0.31,30.0,black,160.0,interpolate,1,200,200,white,draw_parallelogram,2762.png
0.47,0.52,0.37,0.26,30.0,black,10.0,interpolate,3,200,200,white,draw_parallelogram,2763.png
0.51,0.51,0.42,0.31,30.0,black,50.0,interpolate,2,200,200,white,draw_parallelogram,2764.png
0.48,0.52,0.37,0.37,15.0,black,170.0,interpolate,1,200,200,white,draw_parallelogram,2765.png
0.52,0.49,0.31,0.37,37.5,black,120.0,interpolate,2,200,200,white,draw_parallelogram,2766.png
0.53,0.53,0.37,0.37,45.0,black,10.0,interpolate,1,200,200,white,draw_parallelogram,2767.png
0.48,0.54,0.42,0.42,15.0,black,80.0,interpolate,1,200,200,white,draw_parallelogram,2768.png
