x,y,outer_radius,inner_radius,num_peaks,color,rotation_angle,outline,linewidth,image_width,image_height,background_color,plot_function,file_name
0.49,0.47,0.45,0.1,4,steelblue,60.0,interpolate,3,200,200,mistyrose,draw_star,2361.png
0.47,0.52,0.39,0.16,4,forestgreen,90.0,interpolate,3,200,200,lightyellow,draw_star,2362.png
0.51,0.51,0.39,0.14,3,mediumorchid,60.0,interpolate,2,200,200,paleturquoise,draw_star,2363.png
0.49,0.45,0.41,0.11,3,sandybrown,120.0,interpolate,2,200,200,dodgerblue,draw_star,2364.png
0.54,0.53,0.45,0.16,6,black,0.0,interpolate,3,200,200,darkgray,draw_star,2365.png
0.55,0.51,0.41,0.1,6,honeydew,60.0,interpolate,2,200,200,lightblue,draw_star,2366.png
0.55,0.52,0.37,0.12,4,coral,240.0,interpolate,1,200,200,saddlebrown,draw_star,2367.png
0.53,0.52,0.43,0.19,5,maroon,60.0,interpolate,2,200,200,lightgoldenrodyellow,draw_star,2368.png
0.46,0.55,0.35,0.25,7,beige,0.0,interpolate,3,200,200,lightgoldenrodyellow,draw_star,2369.png
0.54,0.54,0.43,0.1,4,skyblue,0.0,interpolate,2,200,200,slategray,draw_star,2370.png
0.54,0.55,0.41,0.14,4,darkmagenta,60.0,interpolate,1,200,200,salmon,draw_star,2371.png
0.54,0.48,0.41,0.16,4,darkkhaki,240.0,interpolate,2,200,200,tomato,draw_star,2372.png
0.51,0.47,0.37,0.16,4,lightpink,90.0,interpolate,1,200,200,orange,draw_star,2373.png
0.47,0.49,0.45,0.11,3,darkgreen,90.0,interpolate,1,200,200,navajowhite,draw_star,2374.png
0.49,0.47,0.35,0.19,6,midnightblue,0.0,interpolate,1,200,200,ivory,draw_star,2375.png
0.52,0.55,0.39,0.1,7,navajowhite,150.0,interpolate,2,200,200,darkseagreen,draw_star,2376.png
0.5,0.46,0.37,0.25,5,lime,330.0,interpolate,3,200,200,seashell,draw_star,2377.png
0.49,0.51,0.37,0.25,5,darkviolet,240.0,interpolate,3,200,200,mintcream,draw_star,2378.png
0.45,0.49,0.37,0.22,7,lightblue,0.0,interpolate,3,200,200,wheat,draw_star,2379.png
0.5,0.45,0.41,0.16,7,lightpink,0.0,interpolate,1,200,200,darkslateblue,draw_star,2380.png
0.52,0.48,0.41,0.12,3,cornflowerblue,300.0,interpolate,2,200,200,steelblue,draw_star,2381.png
0.52,0.45,0.43,0.13,6,lightblue,90.0,interpolate,3,200,200,darkorange,draw_star,2382.png
0.51,0.51,0.41,0.12,4,cadetblue,90.0,interpolate,2,200,200,paleturquoise,draw_star,2383.png
0.49,0.54,0.37,0.19,6,indigo,240.0,interpolate,1,200,200,lavenderblush,draw_star,2384.png
0.5,0.45,0.41,0.14,4,indianred,60.0,interpolate,1,200,200,saddlebrown,draw_star,2385.png
0.45,0.55,0.35,0.1,6,deepskyblue,240.0,interpolate,3,200,200,mediumpurple,draw_star,2386.png
0.47,0.53,0.35,0.13,5,yellowgreen,30.0,interpolate,2,200,200,dimgrey,draw_star,2387.png
0.49,0.5,0.35,0.16,5,darkturquoise,0.0,interpolate,1,200,200,rebeccapurple,draw_star,2388.png
0.5,0.49,0.45,0.25,7,mediumblue,120.0,interpolate,2,200,200,darkmagenta,draw_star,2389.png
0.46,0.54,0.37,0.22,7,darksalmon,30.0,interpolate,3,200,200,palegoldenrod,draw_star,2390.png
0.47,0.48,0.39,0.22,6,lightgrey,270.0,interpolate,3,200,200,mediumspringgreen,draw_star,2391.png
0.54,0.46,0.35,0.25,6,plum,150.0,interpolate,2,200,200,paleturquoise,draw_star,2392.png
0.52,0.51,0.37,0.14,3,aliceblue,210.0,interpolate,2,200,200,sienna,draw_star,2393.png
0.51,0.45,0.37,0.19,6,brown,240.0,interpolate,2,200,200,cyan,draw_star,2394.png
0.45,0.54,0.45,0.18,4,yellow,270.0,interpolate,3,200,200,silver,draw_star,2395.png
0.45,0.54,0.39,0.25,6,darkturquoise,300.0,interpolate,3,200,200,palevioletred,draw_star,2396.png
0.53,0.47,0.39,0.14,4,lemonchiffon,0.0,interpolate,1,200,200,purple,draw_star,2397.png
0.53,0.51,0.41,0.22,5,gainsboro,0.0,interpolate,3,200,200,violet,draw_star,2398.png
0.51,0.46,0.39,0.19,5,purple,120.0,interpolate,1,200,200,mediumaquamarine,draw_star,2399.png
0.46,0.48,0.39,0.11,3,peru,210.0,interpolate,2,200,200,pink,draw_star,2400.png
0.54,0.51,0.37,0.13,3,lightslategray,30.0,interpolate,2,200,200,lightgreen,draw_star,2401.png
0.47,0.49,0.41,0.14,3,coral,150.0,interpolate,2,200,200,thistle,draw_star,2402.png
0.49,0.49,0.41,0.11,3,wheat,210.0,interpolate,1,200,200,lightgrey,draw_star,2403.png
0.51,0.47,0.43,0.13,3,blanchedalmond,150.0,interpolate,1,200,200,lightslategrey,draw_star,2404.png
0.46,0.52,0.35,0.13,5,aqua,180.0,interpolate,3,200,200,aqua,draw_star,2405.png
0.51,0.52,0.41,0.14,3,lightsteelblue,0.0,interpolate,1,200,200,indigo,draw_star,2406.png
0.54,0.5,0.39,0.16,6,darkkhaki,0.0,interpolate,1,200,200,cornsilk,draw_star,2407.png
0.55,0.47,0.41,0.11,3,skyblue,150.0,interpolate,1,200,200,antiquewhite,draw_star,2408.png
0.45,0.52,0.45,0.13,6,blanchedalmond,0.0,interpolate,1,200,200,lightskyblue,draw_star,2409.png
0.45,0.46,0.39,0.15,3,darkcyan,180.0,interpolate,1,200,200,blueviolet,draw_star,2410.png
0.45,0.5,0.41,0.12,3,royalblue,330.0,interpolate,3,200,200,chocolate,draw_star,2411.png
0.54,0.47,0.45,0.11,3,royalblue,240.0,interpolate,1,200,200,violet,draw_star,2412.png
0.48,0.45,0.41,0.19,5,lightskyblue,0.0,interpolate,2,200,200,darkorchid,draw_star,2413.png
0.51,0.52,0.37,0.13,7,plum,210.0,interpolate,1,200,200,gainsboro,draw_star,2414.png
0.5,0.53,0.43,0.13,5,lightsalmon,180.0,interpolate,1,200,200,orchid,draw_star,2415.png
0.53,0.54,0.39,0.13,5,plum,180.0,interpolate,3,200,200,beige,draw_star,2416.png
0.53,0.54,0.43,0.22,6,lightsalmon,330.0,interpolate,1,200,200,seashell,draw_star,2417.png
0.49,0.51,0.45,0.1,6,aqua,210.0,interpolate,3,200,200,lightgoldenrodyellow,draw_star,2418.png
0.51,0.5,0.41,0.13,5,springgreen,330.0,interpolate,3,200,200,blueviolet,draw_star,2419.png
0.55,0.53,0.45,0.14,3,bisque,240.0,interpolate,1,200,200,chartreuse,draw_star,2420.png
0.47,0.46,0.45,0.16,6,mediumorchid,90.0,interpolate,1,200,200,forestgreen,draw_star,2421.png
0.45,0.54,0.45,0.16,5,forestgreen,120.0,interpolate,2,200,200,mintcream,draw_star,2422.png
0.49,0.55,0.37,0.14,3,lightgray,30.0,interpolate,3,200,200,lightseagreen,draw_star,2423.png
0.52,0.45,0.45,0.1,7,lightcoral,210.0,interpolate,3,200,200,firebrick,draw_star,2424.png
0.45,0.49,0.37,0.1,6,darkslateblue,30.0,interpolate,1,200,200,blueviolet,draw_star,2425.png
0.46,0.45,0.37,0.14,4,plum,150.0,interpolate,2,200,200,orangered,draw_star,2426.png
0.48,0.45,0.37,0.1,5,darkcyan,60.0,interpolate,1,200,200,darkslategray,draw_star,2427.png
0.5,0.5,0.39,0.25,6,cornsilk,330.0,interpolate,3,200,200,lightblue,draw_star,2428.png
0.45,0.54,0.39,0.1,5,navy,120.0,interpolate,2,200,200,khaki,draw_star,2429.png
0.51,0.48,0.39,0.19,7,chocolate,300.0,interpolate,1,200,200,linen,draw_star,2430.png
0.54,0.53,0.41,0.1,3,navy,270.0,interpolate,2,200,200,thistle,draw_star,2431.png
0.54,0.5,0.43,0.19,6,mediumorchid,330.0,interpolate,1,200,200,purple,draw_star,2432.png
0.54,0.48,0.39,0.18,4,yellow,150.0,interpolate,3,200,200,slateblue,draw_star,2433.png
0.5,0.52,0.37,0.13,7,wheat,150.0,interpolate,2,200,200,deeppink,draw_star,2434.png
0.49,0.55,0.39,0.19,7,lightyellow,90.0,interpolate,2,200,200,mediumturquoise,draw_star,2435.png
0.48,0.47,0.41,0.1,7,midnightblue,90.0,interpolate,3,200,200,moccasin,draw_star,2436.png
0.53,0.47,0.37,0.16,7,floralwhite,300.0,interpolate,3,200,200,papayawhip,draw_star,2437.png
0.49,0.51,0.45,0.11,3,lightsteelblue,210.0,interpolate,1,200,200,ivory,draw_star,2438.png
0.55,0.46,0.45,0.25,6,lightsteelblue,300.0,interpolate,3,200,200,steelblue,draw_star,2439.png
0.53,0.54,0.35,0.19,6,peachpuff,60.0,interpolate,2,200,200,lightgray,draw_star,2440.png
0.45,0.51,0.39,0.25,5,magenta,120.0,interpolate,1,200,200,skyblue,draw_star,2441.png
0.49,0.51,0.37,0.1,3,white,90.0,interpolate,2,200,200,lightgoldenrodyellow,draw_star,2442.png
0.48,0.55,0.39,0.22,5,darkorange,60.0,interpolate,1,200,200,orangered,draw_star,2443.png
0.54,0.53,0.39,0.25,6,gold,150.0,interpolate,1,200,200,darkred,draw_star,2444.png
0.49,0.49,0.45,0.22,5,slategrey,210.0,interpolate,3,200,200,darksalmon,draw_star,2445.png
0.54,0.49,0.45,0.11,3,cornsilk,270.0,interpolate,2,200,200,lightslategrey,draw_star,2446.png
0.45,0.48,0.37,0.1,4,darkturquoise,210.0,interpolate,2,200,200,mediumspringgreen,draw_star,2447.png
0.47,0.5,0.37,0.1,3,lightgoldenrodyellow,90.0,interpolate,3,200,200,lightpink,draw_star,2448.png
0.5,0.54,0.41,0.15,3,beige,300.0,interpolate,1,200,200,sandybrown,draw_star,2449.png
0.51,0.51,0.41,0.13,6,cyan,120.0,interpolate,3,200,200,seashell,draw_star,2450.png
0.45,0.47,0.45,0.14,3,lightgoldenrodyellow,240.0,interpolate,2,200,200,lavender,draw_star,2451.png
0.48,0.45,0.39,0.13,7,darkgray,60.0,interpolate,1,200,200,blueviolet,draw_star,2452.png
0.51,0.51,0.45,0.19,7,peachpuff,0.0,interpolate,2,200,200,green,draw_star,2453.png
0.54,0.55,0.41,0.14,4,yellowgreen,180.0,interpolate,2,200,200,darkgoldenrod,draw_star,2454.png
0.45,0.47,0.39,0.11,3,skyblue,60.0,interpolate,1,200,200,royalblue,draw_star,2455.png
0.55,0.55,0.37,0.13,5,darkkhaki,120.0,interpolate,3,200,200,darkviolet,draw_star,2456.png
0.48,0.49,0.35,0.19,5,sienna,240.0,interpolate,1,200,200,moccasin,draw_star,2457.png
0.46,0.48,0.41,0.19,6,mediumblue,330.0,interpolate,2,200,200,orchid,draw_star,2458.png
0.48,0.55,0.37,0.13,6,cadetblue,240.0,interpolate,3,200,200,lightcoral,draw_star,2459.png
0.5,0.51,0.39,0.16,6,lightpink,240.0,interpolate,3,200,200,skyblue,draw_star,2460.png
0.46,0.49,0.35,0.1,4,olivedrab,90.0,interpolate,2,200,200,green,draw_star,2461.png
0.45,0.53,0.37,0.13,6,maroon,120.0,interpolate,3,200,200,lightcoral,draw_star,2462.png
0.55,0.51,0.45,0.25,6,violet,30.0,interpolate,2,200,200,thistle,draw_star,2463.png
0.54,0.45,0.37,0.1,6,blanchedalmond,330.0,interpolate,3,200,200,darkmagenta,draw_star,2464.png
0.55,0.54,0.37,0.11,3,chocolate,180.0,interpolate,3,200,200,oldlace,draw_star,2465.png
0.48,0.48,0.35,0.1,7,fuchsia,210.0,interpolate,2,200,200,azure,draw_star,2466.png
0.54,0.46,0.43,0.19,6,skyblue,150.0,interpolate,1,200,200,darkslateblue,draw_star,2467.png
0.5,0.49,0.45,0.19,6,whitesmoke,330.0,interpolate,1,200,200,lightgreen,draw_star,2468.png
0.54,0.52,0.39,0.1,6,skyblue,150.0,interpolate,1,200,200,tan,draw_star,2469.png
0.52,0.48,0.35,0.16,7,linen,90.0,interpolate,1,200,200,sienna,draw_star,2470.png
0.45,0.52,0.37,0.19,6,lightslategray,60.0,interpolate,1,200,200,plum,draw_star,2471.png
0.48,0.54,0.41,0.13,7,darkgray,150.0,interpolate,1,200,200,cyan,draw_star,2472.png
0.46,0.54,0.45,0.14,4,burlywood,0.0,interpolate,3,200,200,magenta,draw_star,2473.png
0.5,0.54,0.43,0.16,4,lightblue,240.0,interpolate,1,200,200,deepskyblue,draw_star,2474.png
0.51,0.5,0.45,0.16,5,plum,240.0,interpolate,3,200,200,cadetblue,draw_star,2475.png
0.51,0.48,0.41,0.16,4,blanchedalmond,300.0,interpolate,2,200,200,palegreen,draw_star,2476.png
0.47,0.47,0.41,0.22,5,fuchsia,150.0,interpolate,1,200,200,rosybrown,draw_star,2477.png
0.45,0.45,0.43,0.16,6,thistle,300.0,interpolate,3,200,200,lavenderblush,draw_star,2478.png
0.49,0.5,0.43,0.1,3,lightgrey,90.0,interpolate,2,200,200,maroon,draw_star,2479.png
0.49,0.46,0.35,0.13,6,indigo,330.0,interpolate,2,200,200,gold,draw_star,2480.png
0.49,0.45,0.37,0.16,5,cornsilk,120.0,interpolate,2,200,200,ghostwhite,draw_star,2481.png
0.54,0.45,0.41,0.13,5,forestgreen,300.0,interpolate,1,200,200,brown,draw_star,2482.png
0.52,0.55,0.43,0.25,5,slateblue,90.0,interpolate,3,200,200,paleturquoise,draw_star,2483.png
0.54,0.45,0.39,0.1,4,palegreen,120.0,interpolate,3,200,200,orangered,draw_star,2484.png
0.5,0.48,0.35,0.1,7,oldlace,330.0,interpolate,3,200,200,dimgrey,draw_star,2485.png
0.47,0.46,0.43,0.25,5,grey,30.0,interpolate,1,200,200,dimgrey,draw_star,2486.png
0.49,0.5,0.37,0.16,7,orchid,30.0,interpolate,1,200,200,yellow,draw_star,2487.png
0.49,0.54,0.35,0.14,3,red,300.0,interpolate,3,200,200,darkred,draw_star,2488.png
0.52,0.53,0.41,0.13,6,mistyrose,330.0,interpolate,1,200,200,lightsalmon,draw_star,2489.png
0.48,0.45,0.43,0.15,3,fuchsia,300.0,interpolate,1,200,200,blueviolet,draw_star,2490.png
0.55,0.45,0.45,0.25,6,royalblue,270.0,interpolate,3,200,200,steelblue,draw_star,2491.png
0.47,0.54,0.37,0.14,3,aliceblue,270.0,interpolate,2,200,200,papayawhip,draw_star,2492.png
0.55,0.52,0.39,0.22,6,dimgray,60.0,interpolate,3,200,200,lightslategray,draw_star,2493.png
0.48,0.55,0.35,0.16,7,maroon,300.0,interpolate,1,200,200,greenyellow,draw_star,2494.png
0.53,0.47,0.39,0.13,3,darkmagenta,60.0,interpolate,1,200,200,darkgoldenrod,draw_star,2495.png
0.54,0.53,0.45,0.2,4,bisque,120.0,interpolate,1,200,200,darkgray,draw_star,2496.png
0.47,0.52,0.43,0.16,6,slategrey,30.0,interpolate,3,200,200,midnightblue,draw_star,2497.png
0.55,0.45,0.39,0.1,3,darkblue,330.0,interpolate,2,200,200,lightcoral,draw_star,2498.png
0.46,0.45,0.41,0.15,3,mediumblue,270.0,interpolate,2,200,200,gray,draw_star,2499.png
0.51,0.46,0.45,0.22,6,aquamarine,330.0,interpolate,2,200,200,lightslategrey,draw_star,2500.png
0.49,0.53,0.43,0.1,6,cornsilk,30.0,interpolate,2,200,200,darkorchid,draw_star,2501.png
0.49,0.53,0.39,0.13,7,lightslategrey,120.0,interpolate,2,200,200,royalblue,draw_star,2502.png
0.53,0.53,0.37,0.15,3,mediumaquamarine,60.0,interpolate,1,200,200,mediumpurple,draw_star,2503.png
0.46,0.51,0.37,0.22,5,springgreen,120.0,interpolate,3,200,200,crimson,draw_star,2504.png
0.53,0.49,0.39,0.16,4,cadetblue,120.0,interpolate,2,200,200,goldenrod,draw_star,2505.png
0.52,0.54,0.35,0.19,7,crimson,330.0,interpolate,2,200,200,cornflowerblue,draw_star,2506.png
0.51,0.51,0.43,0.16,4,mediumturquoise,300.0,interpolate,2,200,200,lightgrey,draw_star,2507.png
0.55,0.55,0.45,0.11,3,gray,210.0,interpolate,2,200,200,lemonchiffon,draw_star,2508.png
0.52,0.53,0.37,0.22,5,lemonchiffon,150.0,interpolate,2,200,200,darkorange,draw_star,2509.png
0.5,0.5,0.45,0.13,3,dimgray,240.0,interpolate,2,200,200,whitesmoke,draw_star,2510.png
0.5,0.47,0.35,0.11,3,palevioletred,120.0,interpolate,3,200,200,olivedrab,draw_star,2511.png
0.48,0.47,0.43,0.11,3,floralwhite,0.0,interpolate,3,200,200,greenyellow,draw_star,2512.png
0.51,0.47,0.41,0.25,5,lemonchiffon,210.0,interpolate,3,200,200,mediumseagreen,draw_star,2513.png
0.5,0.48,0.39,0.25,5,orange,210.0,interpolate,2,200,200,mediumturquoise,draw_star,2514.png
0.53,0.51,0.43,0.11,3,coral,330.0,interpolate,3,200,200,cadetblue,draw_star,2515.png
0.53,0.51,0.41,0.16,5,olivedrab,180.0,interpolate,3,200,200,lightseagreen,draw_star,2516.png
0.5,0.55,0.45,0.1,5,yellowgreen,60.0,interpolate,1,200,200,mediumaquamarine,draw_star,2517.png
0.46,0.53,0.35,0.15,3,chartreuse,90.0,interpolate,2,200,200,dodgerblue,draw_star,2518.png
0.45,0.47,0.43,0.16,4,goldenrod,300.0,interpolate,3,200,200,grey,draw_star,2519.png
0.48,0.49,0.43,0.25,5,yellowgreen,90.0,interpolate,3,200,200,midnightblue,draw_star,2520.png
0.55,0.52,0.37,0.16,6,palevioletred,330.0,interpolate,1,200,200,mediumvioletred,draw_star,2521.png
0.55,0.51,0.37,0.16,5,lightslategray,270.0,interpolate,2,200,200,slategray,draw_star,2522.png
0.46,0.46,0.39,0.22,5,magenta,0.0,interpolate,1,200,200,darkmagenta,draw_star,2523.png
0.54,0.54,0.43,0.16,7,olive,180.0,interpolate,2,200,200,gray,draw_star,2524.png
0.52,0.48,0.37,0.11,3,lightsteelblue,330.0,interpolate,3,200,200,silver,draw_star,2525.png
0.5,0.51,0.37,0.22,6,lightgreen,150.0,interpolate,1,200,200,burlywood,draw_star,2526.png
0.5,0.48,0.35,0.1,3,salmon,0.0,interpolate,1,200,200,burlywood,draw_star,2527.png
0.55,0.47,0.39,0.1,4,darkred,180.0,interpolate,2,200,200,blue,draw_star,2528.png
0.45,0.55,0.43,0.1,3,saddlebrown,0.0,interpolate,2,200,200,deeppink,draw_star,2529.png
0.47,0.45,0.41,0.16,6,darkslategrey,270.0,interpolate,1,200,200,darkgoldenrod,draw_star,2530.png
0.51,0.47,0.37,0.16,6,lightblue,150.0,interpolate,2,200,200,green,draw_star,2531.png
0.49,0.49,0.43,0.2,4,darkolivegreen,210.0,interpolate,1,200,200,lightgreen,draw_star,2532.png
0.45,0.47,0.37,0.22,5,lightgray,210.0,interpolate,1,200,200,darkslategray,draw_star,2533.png
0.46,0.52,0.35,0.1,3,darkgray,300.0,interpolate,3,200,200,magenta,draw_star,2534.png
0.49,0.52,0.41,0.1,7,lightgoldenrodyellow,0.0,interpolate,2,200,200,olive,draw_star,2535.png
0.45,0.54,0.39,0.25,5,fuchsia,30.0,interpolate,3,200,200,forestgreen,draw_star,2536.png
0.51,0.55,0.41,0.1,3,darkred,240.0,interpolate,1,200,200,darkblue,draw_star,2537.png
0.48,0.46,0.35,0.1,7,mediumspringgreen,300.0,interpolate,2,200,200,whitesmoke,draw_star,2538.png
0.46,0.45,0.43,0.2,4,purple,90.0,interpolate,3,200,200,lavender,draw_star,2539.png
0.53,0.51,0.45,0.13,7,coral,90.0,interpolate,1,200,200,brown,draw_star,2540.png
0.48,0.48,0.37,0.18,4,olivedrab,210.0,interpolate,2,200,200,coral,draw_star,2541.png
0.54,0.47,0.45,0.18,4,violet,30.0,interpolate,1,200,200,orchid,draw_star,2542.png
0.45,0.53,0.35,0.1,5,darkorchid,30.0,interpolate,2,200,200,lavenderblush,draw_star,2543.png
0.53,0.52,0.41,0.22,7,teal,240.0,interpolate,2,200,200,teal,draw_star,2544.png
0.51,0.54,0.45,0.12,4,slategray,90.0,interpolate,1,200,200,paleturquoise,draw_star,2545.png
0.49,0.46,0.43,0.19,5,khaki,60.0,interpolate,3,200,200,burlywood,draw_star,2546.png
0.45,0.52,0.41,0.14,3,lightcoral,270.0,interpolate,2,200,200,palevioletred,draw_star,2547.png
0.47,0.47,0.35,0.16,7,darkmagenta,240.0,interpolate,2,200,200,violet,draw_star,2548.png
0.49,0.55,0.35,0.14,3,deeppink,240.0,interpolate,3,200,200,yellowgreen,draw_star,2549.png
0.55,0.49,0.43,0.14,3,mistyrose,330.0,interpolate,1,200,200,sandybrown,draw_star,2550.png
0.48,0.5,0.45,0.1,5,darkred,30.0,interpolate,1,200,200,mediumslateblue,draw_star,2551.png
0.52,0.5,0.41,0.14,3,blue,270.0,interpolate,2,200,200,steelblue,draw_star,2552.png
0.53,0.55,0.35,0.1,3,paleturquoise,330.0,interpolate,2,200,200,powderblue,draw_star,2553.png
0.51,0.47,0.43,0.13,5,moccasin,90.0,interpolate,2,200,200,khaki,draw_star,2554.png
0.46,0.53,0.45,0.19,6,indianred,240.0,interpolate,1,200,200,dimgray,draw_star,2555.png
0.48,0.45,0.43,0.1,3,steelblue,330.0,interpolate,3,200,200,aqua,draw_star,2556.png
0.5,0.5,0.39,0.22,6,papayawhip,120.0,interpolate,1,200,200,burlywood,draw_star,2557.png
0.49,0.55,0.45,0.2,4,coral,240.0,interpolate,1,200,200,indianred,draw_star,2558.png
0.45,0.53,0.35,0.12,3,maroon,120.0,interpolate,2,200,200,burlywood,draw_star,2559.png
0.45,0.47,0.39,0.19,5,burlywood,180.0,interpolate,3,200,200,crimson,draw_star,2560.png
0.5,0.54,0.43,0.1,5,aqua,120.0,interpolate,2,200,200,lemonchiffon,draw_star,2561.png
0.52,0.52,0.41,0.16,6,ivory,240.0,interpolate,1,200,200,darkslategrey,draw_star,2562.png
0.51,0.47,0.39,0.13,6,purple,120.0,interpolate,1,200,200,violet,draw_star,2563.png
0.48,0.54,0.43,0.12,4,mediumblue,210.0,interpolate,2,200,200,darkkhaki,draw_star,2564.png
0.5,0.51,0.45,0.1,4,darkviolet,30.0,interpolate,3,200,200,lime,draw_star,2565.png
0.5,0.47,0.45,0.14,3,lightskyblue,120.0,interpolate,2,200,200,lightseagreen,draw_star,2566.png
0.45,0.51,0.45,0.25,6,lightgreen,210.0,interpolate,1,200,200,indigo,draw_star,2567.png
0.51,0.55,0.37,0.13,3,lightgray,120.0,interpolate,2,200,200,plum,draw_star,2568.png
0.45,0.49,0.45,0.15,3,linen,210.0,interpolate,2,200,200,turquoise,draw_star,2569.png
0.47,0.45,0.39,0.13,6,violet,150.0,interpolate,3,200,200,saddlebrown,draw_star,2570.png
0.51,0.47,0.45,0.16,4,mistyrose,90.0,interpolate,2,200,200,blue,draw_star,2571.png
0.45,0.5,0.35,0.22,7,darkgray,120.0,interpolate,3,200,200,goldenrod,draw_star,2572.png
0.46,0.52,0.37,0.22,5,mediumblue,330.0,interpolate,3,200,200,ivory,draw_star,2573.png
0.51,0.45,0.41,0.13,5,rosybrown,150.0,interpolate,3,200,200,springgreen,draw_star,2574.png
0.49,0.54,0.45,0.1,7,dodgerblue,120.0,interpolate,3,200,200,oldlace,draw_star,2575.png
0.52,0.51,0.45,0.12,3,teal,30.0,interpolate,2,200,200,greenyellow,draw_star,2576.png
0.51,0.53,0.37,0.25,5,teal,240.0,interpolate,1,200,200,orange,draw_star,2577.png
0.49,0.53,0.43,0.13,3,crimson,330.0,interpolate,3,200,200,white,draw_star,2578.png
0.49,0.55,0.39,0.1,6,rosybrown,30.0,interpolate,1,200,200,burlywood,draw_star,2579.png
0.54,0.48,0.41,0.11,3,chartreuse,150.0,interpolate,1,200,200,wheat,draw_star,2580.png
0.55,0.51,0.41,0.13,5,lightsteelblue,240.0,interpolate,1,200,200,chartreuse,draw_star,2581.png
0.49,0.45,0.45,0.14,4,violet,240.0,interpolate,2,200,200,antiquewhite,draw_star,2582.png
0.48,0.53,0.37,0.25,6,limegreen,90.0,interpolate,1,200,200,black,draw_star,2583.png
0.45,0.46,0.45,0.13,5,rebeccapurple,60.0,interpolate,3,200,200,seashell,draw_star,2584.png
0.5,0.52,0.35,0.2,4,palegoldenrod,30.0,interpolate,3,200,200,firebrick,draw_star,2585.png
0.46,0.54,0.41,0.16,7,darkviolet,0.0,interpolate,3,200,200,sienna,draw_star,2586.png
0.47,0.54,0.43,0.14,4,lime,60.0,interpolate,1,200,200,mediumseagreen,draw_star,2587.png
0.45,0.53,0.41,0.16,4,lightgray,60.0,interpolate,3,200,200,black,draw_star,2588.png
0.51,0.54,0.41,0.1,4,paleturquoise,270.0,interpolate,2,200,200,wheat,draw_star,2589.png
0.53,0.52,0.41,0.19,7,khaki,30.0,interpolate,1,200,200,darkgoldenrod,draw_star,2590.png
0.48,0.53,0.45,0.12,3,lime,240.0,interpolate,2,200,200,tomato,draw_star,2591.png
0.54,0.49,0.45,0.16,5,steelblue,90.0,interpolate,1,200,200,slateblue,draw_star,2592.png
0.53,0.51,0.37,0.1,3,bisque,330.0,interpolate,2,200,200,lightsteelblue,draw_star,2593.png
0.48,0.51,0.35,0.1,6,saddlebrown,150.0,interpolate,3,200,200,brown,draw_star,2594.png
0.54,0.5,0.43,0.22,5,royalblue,330.0,interpolate,1,200,200,burlywood,draw_star,2595.png
0.45,0.53,0.45,0.19,5,darkcyan,240.0,interpolate,2,200,200,darkseagreen,draw_star,2596.png
0.55,0.5,0.39,0.13,5,mediumblue,90.0,interpolate,2,200,200,darkolivegreen,draw_star,2597.png
0.51,0.49,0.45,0.15,3,palegoldenrod,330.0,interpolate,3,200,200,paleturquoise,draw_star,2598.png
0.55,0.46,0.43,0.22,7,lightyellow,60.0,interpolate,2,200,200,darkorange,draw_star,2599.png
0.55,0.47,0.39,0.16,7,midnightblue,240.0,interpolate,2,200,200,lavenderblush,draw_star,2600.png
0.47,0.54,0.43,0.1,6,orangered,120.0,interpolate,1,200,200,cadetblue,draw_star,2601.png
0.51,0.5,0.35,0.16,6,wheat,270.0,interpolate,3,200,200,salmon,draw_star,2602.png
0.55,0.54,0.43,0.22,5,seagreen,30.0,interpolate,3,200,200,ghostwhite,draw_star,2603.png
0.52,0.55,0.39,0.1,6,yellow,180.0,interpolate,3,200,200,aquamarine,draw_star,2604.png
0.45,0.48,0.43,0.1,7,beige,210.0,interpolate,1,200,200,palegoldenrod,draw_star,2605.png
0.47,0.45,0.37,0.2,4,mistyrose,180.0,interpolate,3,200,200,navy,draw_star,2606.png
0.46,0.55,0.43,0.13,3,mintcream,0.0,interpolate,1,200,200,lightgrey,draw_star,2607.png
0.52,0.47,0.43,0.13,5,steelblue,90.0,interpolate,2,200,200,papayawhip,draw_star,2608.png
0.47,0.47,0.35,0.25,6,papayawhip,210.0,interpolate,1,200,200,fuchsia,draw_star,2609.png
0.54,0.45,0.37,0.14,3,darkslategrey,180.0,interpolate,2,200,200,rebeccapurple,draw_star,2610.png
0.49,0.53,0.35,0.25,6,royalblue,0.0,interpolate,1,200,200,rebeccapurple,draw_star,2611.png
0.49,0.51,0.41,0.12,3,tomato,180.0,interpolate,1,200,200,lightcyan,draw_star,2612.png
0.53,0.49,0.41,0.13,3,burlywood,210.0,interpolate,1,200,200,papayawhip,draw_star,2613.png
0.45,0.45,0.41,0.25,5,mediumaquamarine,330.0,interpolate,2,200,200,dimgrey,draw_star,2614.png
0.54,0.51,0.45,0.14,4,moccasin,270.0,interpolate,3,200,200,lightsteelblue,draw_star,2615.png
0.49,0.53,0.45,0.16,6,yellowgreen,30.0,interpolate,1,200,200,mediumslateblue,draw_star,2616.png
0.5,0.46,0.39,0.16,5,azure,150.0,interpolate,3,200,200,blanchedalmond,draw_star,2617.png
0.49,0.49,0.41,0.13,3,lavender,270.0,interpolate,1,200,200,mediumblue,draw_star,2618.png
