x,y,width,height,color,rotation_angle,outline,linewidth,image_width,image_height,background_color,plot_function,file_name
0.47,0.46,0.39,0.19,black,10.0,interpolate,1,200,200,white,draw_rectangle,3677.png
0.49,0.48,0.39,0.2,black,130.0,interpolate,2,200,200,white,draw_rectangle,3678.png
0.48,0.5,0.81,0.13,black,55.0,interpolate,3,200,200,white,draw_rectangle,3679.png
0.55,0.54,0.81,0.16,black,40.0,interpolate,1,200,200,white,draw_rectangle,3680.png
0.45,0.55,0.39,0.19,black,145.0,interpolate,2,200,200,white,draw_rectangle,3681.png
0.54,0.51,0.47,0.11,black,65.0,interpolate,3,200,200,white,draw_rectangle,3682.png
0.49,0.46,0.73,0.19,black,10.0,interpolate,1,200,200,white,draw_rectangle,3683.png
0.49,0.46,0.64,0.11,black,40.0,interpolate,2,200,200,white,draw_rectangle,3684.png
0.47,0.51,0.56,0.11,black,5.0,interpolate,3,200,200,white,draw_rectangle,3685.png
0.55,0.54,0.64,0.1,black,15.0,interpolate,1,200,200,white,draw_rectangle,3686.png
0.47,0.53,0.39,0.1,black,155.0,interpolate,2,200,200,white,draw_rectangle,3687.png
0.53,0.53,0.3,0.16,black,165.0,interpolate,2,200,200,white,draw_rectangle,3688.png
0.53,0.45,0.3,0.13,black,60.0,interpolate,2,200,200,white,draw_rectangle,3689.png
0.52,0.48,0.64,0.13,black,85.0,interpolate,2,200,200,white,draw_rectangle,3690.png
0.5,0.54,0.64,0.2,black,145.0,interpolate,1,200,200,white,draw_rectangle,3691.png
0.52,0.51,0.47,0.2,black,80.0,interpolate,2,200,200,white,draw_rectangle,3692.png
0.5,0.5,0.81,0.13,black,150.0,interpolate,3,200,200,white,draw_rectangle,3693.png
0.5,0.5,0.64,0.16,black,130.0,interpolate,1,200,200,white,draw_rectangle,3694.png
0.46,0.51,0.64,0.11,black,95.0,interpolate,2,200,200,white,draw_rectangle,3695.png
0.55,0.45,0.64,0.14,black,85.0,interpolate,3,200,200,white,draw_rectangle,3696.png
0.54,0.5,0.9,0.19,black,170.0,interpolate,2,200,200,white,draw_rectangle,3697.png
0.55,0.54,0.39,0.2,black,5.0,interpolate,2,200,200,white,draw_rectangle,3698.png
0.52,0.45,0.9,0.11,black,125.0,interpolate,1,200,200,white,draw_rectangle,3699.png
0.45,0.53,0.73,0.1,black,65.0,interpolate,2,200,200,white,draw_rectangle,3700.png
0.55,0.5,0.73,0.11,black,30.0,interpolate,3,200,200,white,draw_rectangle,3701.png
0.5,0.46,0.81,0.13,black,145.0,interpolate,3,200,200,white,draw_rectangle,3702.png
0.51,0.51,0.64,0.13,black,130.0,interpolate,1,200,200,white,draw_rectangle,3703.png
0.46,0.55,0.81,0.11,black,70.0,interpolate,1,200,200,white,draw_rectangle,3704.png
0.47,0.48,0.81,0.11,black,130.0,interpolate,2,200,200,white,draw_rectangle,3705.png
0.51,0.54,0.56,0.14,black,110.0,interpolate,1,200,200,white,draw_rectangle,3706.png
0.48,0.55,0.73,0.13,black,30.0,interpolate,3,200,200,white,draw_rectangle,3707.png
0.54,0.46,0.73,0.11,black,160.0,interpolate,1,200,200,white,draw_rectangle,3708.png
0.53,0.52,0.39,0.2,black,5.0,interpolate,2,200,200,white,draw_rectangle,3709.png
0.47,0.48,0.3,0.16,black,85.0,interpolate,3,200,200,white,draw_rectangle,3710.png
0.47,0.51,0.81,0.17,black,5.0,interpolate,1,200,200,white,draw_rectangle,3711.png
0.5,0.47,0.39,0.2,black,30.0,interpolate,1,200,200,white,draw_rectangle,3712.png
0.53,0.47,0.64,0.19,black,25.0,interpolate,1,200,200,white,draw_rectangle,3713.png
0.5,0.47,0.47,0.13,black,165.0,interpolate,3,200,200,white,draw_rectangle,3714.png
0.47,0.54,0.64,0.13,black,10.0,interpolate,2,200,200,white,draw_rectangle,3715.png
0.48,0.47,0.64,0.17,black,145.0,interpolate,3,200,200,white,draw_rectangle,3716.png
0.47,0.55,0.56,0.11,black,125.0,interpolate,1,200,200,white,draw_rectangle,3717.png
0.51,0.45,0.3,0.19,black,50.0,interpolate,1,200,200,white,draw_rectangle,3718.png
0.5,0.54,0.56,0.11,black,130.0,interpolate,3,200,200,white,draw_rectangle,3719.png
0.53,0.48,0.56,0.11,black,115.0,interpolate,1,200,200,white,draw_rectangle,3720.png
0.48,0.45,0.47,0.19,black,45.0,interpolate,2,200,200,white,draw_rectangle,3721.png
0.54,0.55,0.47,0.14,black,20.0,interpolate,2,200,200,white,draw_rectangle,3722.png
0.47,0.48,0.3,0.13,black,5.0,interpolate,1,200,200,white,draw_rectangle,3723.png
0.51,0.53,0.3,0.11,black,0.0,interpolate,2,200,200,white,draw_rectangle,3724.png
0.55,0.5,0.81,0.19,black,75.0,interpolate,1,200,200,white,draw_rectangle,3725.png
0.5,0.54,0.81,0.13,black,25.0,interpolate,2,200,200,white,draw_rectangle,3726.png
0.55,0.49,0.3,0.13,black,40.0,interpolate,1,200,200,white,draw_rectangle,3727.png
0.5,0.52,0.73,0.1,black,90.0,interpolate,3,200,200,white,draw_rectangle,3728.png
0.53,0.51,0.9,0.17,black,35.0,interpolate,3,200,200,white,draw_rectangle,3729.png
0.53,0.52,0.47,0.11,black,70.0,interpolate,1,200,200,white,draw_rectangle,3730.png
0.48,0.48,0.3,0.13,black,10.0,interpolate,2,200,200,white,draw_rectangle,3731.png
0.48,0.51,0.47,0.13,black,170.0,interpolate,3,200,200,white,draw_rectangle,3732.png
0.47,0.54,0.56,0.11,black,170.0,interpolate,2,200,200,white,draw_rectangle,3733.png
0.54,0.47,0.73,0.19,black,90.0,interpolate,1,200,200,white,draw_rectangle,3734.png
0.51,0.55,0.73,0.1,black,45.0,interpolate,1,200,200,white,draw_rectangle,3735.png
0.47,0.51,0.47,0.19,black,50.0,interpolate,2,200,200,white,draw_rectangle,3736.png
0.53,0.48,0.64,0.14,black,100.0,interpolate,3,200,200,white,draw_rectangle,3737.png
0.54,0.53,0.56,0.17,black,135.0,interpolate,1,200,200,white,draw_rectangle,3738.png
0.52,0.51,0.64,0.16,black,95.0,interpolate,2,200,200,white,draw_rectangle,3739.png
0.54,0.47,0.3,0.11,black,65.0,interpolate,3,200,200,white,draw_rectangle,3740.png
0.53,0.54,0.81,0.2,black,80.0,interpolate,1,200,200,white,draw_rectangle,3741.png
0.54,0.46,0.56,0.14,black,95.0,interpolate,2,200,200,white,draw_rectangle,3742.png
0.54,0.47,0.64,0.13,black,145.0,interpolate,2,200,200,white,draw_rectangle,3743.png
0.51,0.47,0.81,0.1,black,105.0,interpolate,3,200,200,white,draw_rectangle,3744.png
0.47,0.55,0.73,0.14,black,175.0,interpolate,3,200,200,white,draw_rectangle,3745.png
0.5,0.47,0.3,0.17,black,155.0,interpolate,3,200,200,white,draw_rectangle,3746.png
0.47,0.51,0.39,0.2,black,140.0,interpolate,3,200,200,white,draw_rectangle,3747.png
0.49,0.46,0.73,0.14,black,0.0,interpolate,2,200,200,white,draw_rectangle,3748.png
0.47,0.53,0.73,0.1,black,155.0,interpolate,2,200,200,white,draw_rectangle,3749.png
0.47,0.51,0.64,0.14,black,160.0,interpolate,1,200,200,white,draw_rectangle,3750.png
0.47,0.55,0.64,0.2,black,155.0,interpolate,1,200,200,white,draw_rectangle,3751.png
0.47,0.49,0.47,0.17,black,130.0,interpolate,1,200,200,white,draw_rectangle,3752.png
0.48,0.49,0.39,0.2,black,135.0,interpolate,1,200,200,white,draw_rectangle,3753.png
0.53,0.48,0.73,0.14,black,140.0,interpolate,1,200,200,white,draw_rectangle,3754.png
0.48,0.49,0.64,0.11,black,60.0,interpolate,2,200,200,white,draw_rectangle,3755.png
0.48,0.45,0.9,0.2,black,175.0,interpolate,1,200,200,white,draw_rectangle,3756.png
0.46,0.5,0.56,0.13,black,30.0,interpolate,2,200,200,white,draw_rectangle,3757.png
0.45,0.54,0.9,0.2,black,45.0,interpolate,1,200,200,white,draw_rectangle,3758.png
0.55,0.52,0.81,0.2,black,30.0,interpolate,3,200,200,white,draw_rectangle,3759.png
0.45,0.48,0.64,0.19,black,15.0,interpolate,2,200,200,white,draw_rectangle,3760.png
0.52,0.55,0.64,0.16,black,85.0,interpolate,2,200,200,white,draw_rectangle,3761.png
0.55,0.46,0.73,0.17,black,115.0,interpolate,3,200,200,white,draw_rectangle,3762.png
0.46,0.46,0.47,0.11,black,60.0,interpolate,3,200,200,white,draw_rectangle,3763.png
0.48,0.49,0.56,0.11,black,125.0,interpolate,1,200,200,white,draw_rectangle,3764.png
0.52,0.47,0.47,0.17,black,130.0,interpolate,2,200,200,white,draw_rectangle,3765.png
0.48,0.53,0.64,0.1,black,40.0,interpolate,3,200,200,white,draw_rectangle,3766.png
0.48,0.45,0.64,0.19,black,100.0,interpolate,1,200,200,white,draw_rectangle,3767.png
0.49,0.48,0.9,0.2,black,170.0,interpolate,1,200,200,white,draw_rectangle,3768.png
0.45,0.48,0.47,0.16,black,65.0,interpolate,2,200,200,white,draw_rectangle,3769.png
0.45,0.47,0.9,0.17,black,170.0,interpolate,1,200,200,white,draw_rectangle,3770.png
0.49,0.49,0.73,0.14,black,10.0,interpolate,2,200,200,white,draw_rectangle,3771.png
0.54,0.51,0.9,0.19,black,145.0,interpolate,3,200,200,white,draw_rectangle,3772.png
0.48,0.54,0.64,0.14,black,0.0,interpolate,1,200,200,white,draw_rectangle,3773.png
0.52,0.51,0.73,0.19,black,125.0,interpolate,1,200,200,white,draw_rectangle,3774.png
0.49,0.46,0.81,0.16,black,165.0,interpolate,3,200,200,white,draw_rectangle,3775.png
0.49,0.51,0.81,0.16,black,90.0,interpolate,2,200,200,white,draw_rectangle,3776.png
0.55,0.54,0.64,0.16,black,15.0,interpolate,1,200,200,white,draw_rectangle,3777.png
0.47,0.5,0.73,0.2,black,50.0,interpolate,3,200,200,white,draw_rectangle,3778.png
0.45,0.49,0.39,0.11,black,170.0,interpolate,2,200,200,white,draw_rectangle,3779.png
0.46,0.45,0.9,0.19,black,0.0,interpolate,2,200,200,white,draw_rectangle,3780.png
0.48,0.48,0.64,0.14,black,160.0,interpolate,1,200,200,white,draw_rectangle,3781.png
0.53,0.52,0.81,0.14,black,155.0,interpolate,1,200,200,white,draw_rectangle,3782.png
0.45,0.5,0.73,0.13,black,165.0,interpolate,2,200,200,white,draw_rectangle,3783.png
0.49,0.55,0.73,0.1,black,135.0,interpolate,2,200,200,white,draw_rectangle,3784.png
0.51,0.5,0.47,0.14,black,160.0,interpolate,3,200,200,white,draw_rectangle,3785.png
0.54,0.47,0.73,0.19,black,80.0,interpolate,3,200,200,white,draw_rectangle,3786.png
0.47,0.52,0.39,0.2,black,170.0,interpolate,2,200,200,white,draw_rectangle,3787.png
0.45,0.54,0.64,0.13,black,60.0,interpolate,2,200,200,white,draw_rectangle,3788.png
0.46,0.47,0.56,0.1,black,50.0,interpolate,1,200,200,white,draw_rectangle,3789.png
0.51,0.55,0.39,0.19,black,165.0,interpolate,1,200,200,white,draw_rectangle,3790.png
0.51,0.49,0.64,0.2,black,115.0,interpolate,1,200,200,white,draw_rectangle,3791.png
0.49,0.49,0.73,0.2,black,105.0,interpolate,2,200,200,white,draw_rectangle,3792.png
0.49,0.51,0.39,0.17,black,170.0,interpolate,3,200,200,white,draw_rectangle,3793.png
0.52,0.49,0.47,0.14,black,10.0,interpolate,1,200,200,white,draw_rectangle,3794.png
0.49,0.52,0.73,0.13,black,50.0,interpolate,3,200,200,white,draw_rectangle,3795.png
0.53,0.49,0.47,0.19,black,110.0,interpolate,1,200,200,white,draw_rectangle,3796.png
0.46,0.53,0.73,0.11,black,45.0,interpolate,1,200,200,white,draw_rectangle,3797.png
0.48,0.46,0.3,0.16,black,5.0,interpolate,2,200,200,white,draw_rectangle,3798.png
0.45,0.46,0.9,0.17,black,45.0,interpolate,3,200,200,white,draw_rectangle,3799.png
0.52,0.52,0.73,0.1,black,125.0,interpolate,2,200,200,white,draw_rectangle,3800.png
0.51,0.54,0.39,0.1,black,110.0,interpolate,2,200,200,white,draw_rectangle,3801.png
0.51,0.55,0.81,0.11,black,170.0,interpolate,3,200,200,white,draw_rectangle,3802.png
0.47,0.53,0.47,0.14,black,140.0,interpolate,2,200,200,white,draw_rectangle,3803.png
0.52,0.48,0.73,0.2,black,50.0,interpolate,3,200,200,white,draw_rectangle,3804.png
0.5,0.55,0.73,0.2,black,165.0,interpolate,3,200,200,white,draw_rectangle,3805.png
0.55,0.45,0.81,0.13,black,155.0,interpolate,3,200,200,white,draw_rectangle,3806.png
0.48,0.55,0.81,0.2,black,60.0,interpolate,1,200,200,white,draw_rectangle,3807.png
0.52,0.55,0.3,0.16,black,145.0,interpolate,3,200,200,white,draw_rectangle,3808.png
0.48,0.52,0.81,0.16,black,100.0,interpolate,2,200,200,white,draw_rectangle,3809.png
0.54,0.49,0.3,0.14,black,15.0,interpolate,1,200,200,white,draw_rectangle,3810.png
0.52,0.52,0.73,0.14,black,85.0,interpolate,2,200,200,white,draw_rectangle,3811.png
0.51,0.49,0.56,0.2,black,65.0,interpolate,3,200,200,white,draw_rectangle,3812.png
0.48,0.55,0.47,0.14,black,165.0,interpolate,3,200,200,white,draw_rectangle,3813.png
0.53,0.48,0.3,0.14,black,15.0,interpolate,2,200,200,white,draw_rectangle,3814.png
0.46,0.53,0.9,0.1,black,100.0,interpolate,3,200,200,white,draw_rectangle,3815.png
0.54,0.55,0.64,0.19,black,130.0,interpolate,1,200,200,white,draw_rectangle,3816.png
0.53,0.48,0.47,0.11,black,110.0,interpolate,2,200,200,white,draw_rectangle,3817.png
0.49,0.53,0.9,0.17,black,55.0,interpolate,1,200,200,white,draw_rectangle,3818.png
0.48,0.5,0.9,0.13,black,130.0,interpolate,2,200,200,white,draw_rectangle,3819.png
0.45,0.49,0.64,0.11,black,75.0,interpolate,1,200,200,white,draw_rectangle,3820.png
0.48,0.51,0.39,0.1,black,110.0,interpolate,3,200,200,white,draw_rectangle,3821.png
0.53,0.5,0.56,0.13,black,5.0,interpolate,3,200,200,white,draw_rectangle,3822.png
0.51,0.55,0.81,0.13,black,15.0,interpolate,3,200,200,white,draw_rectangle,3823.png
0.46,0.45,0.39,0.17,black,90.0,interpolate,3,200,200,white,draw_rectangle,3824.png
0.48,0.45,0.9,0.13,black,50.0,interpolate,3,200,200,white,draw_rectangle,3825.png
0.49,0.53,0.47,0.13,black,80.0,interpolate,2,200,200,white,draw_rectangle,3826.png
0.55,0.51,0.64,0.11,black,145.0,interpolate,3,200,200,white,draw_rectangle,3827.png
0.53,0.52,0.81,0.2,black,10.0,interpolate,1,200,200,white,draw_rectangle,3828.png
0.45,0.51,0.56,0.1,black,50.0,interpolate,2,200,200,white,draw_rectangle,3829.png
0.45,0.47,0.73,0.17,black,30.0,interpolate,3,200,200,white,draw_rectangle,3830.png
0.54,0.5,0.73,0.16,black,150.0,interpolate,3,200,200,white,draw_rectangle,3831.png
0.51,0.45,0.81,0.19,black,0.0,interpolate,2,200,200,white,draw_rectangle,3832.png
0.51,0.51,0.56,0.17,black,130.0,interpolate,1,200,200,white,draw_rectangle,3833.png
0.48,0.51,0.64,0.11,black,145.0,interpolate,2,200,200,white,draw_rectangle,3834.png
0.5,0.5,0.73,0.14,black,100.0,interpolate,2,200,200,white,draw_rectangle,3835.png
0.52,0.46,0.9,0.16,black,35.0,interpolate,2,200,200,white,draw_rectangle,3836.png
0.53,0.52,0.73,0.17,black,10.0,interpolate,3,200,200,white,draw_rectangle,3837.png
0.48,0.51,0.47,0.17,black,0.0,interpolate,2,200,200,white,draw_rectangle,3838.png
0.49,0.53,0.39,0.11,black,25.0,interpolate,3,200,200,white,draw_rectangle,3839.png
0.52,0.52,0.64,0.11,black,95.0,interpolate,2,200,200,white,draw_rectangle,3840.png
0.48,0.46,0.81,0.2,black,160.0,interpolate,3,200,200,white,draw_rectangle,3841.png
0.46,0.45,0.81,0.16,black,40.0,interpolate,2,200,200,white,draw_rectangle,3842.png
0.55,0.5,0.73,0.14,black,170.0,interpolate,3,200,200,white,draw_rectangle,3843.png
0.46,0.54,0.81,0.13,black,90.0,interpolate,2,200,200,white,draw_rectangle,3844.png
0.54,0.48,0.39,0.14,black,130.0,interpolate,1,200,200,white,draw_rectangle,3845.png
0.48,0.49,0.47,0.17,black,90.0,interpolate,2,200,200,white,draw_rectangle,3846.png
0.54,0.54,0.47,0.1,black,130.0,interpolate,1,200,200,white,draw_rectangle,3847.png
0.54,0.53,0.47,0.16,black,10.0,interpolate,1,200,200,white,draw_rectangle,3848.png
0.54,0.45,0.39,0.13,black,135.0,interpolate,1,200,200,white,draw_rectangle,3849.png
0.46,0.47,0.64,0.14,black,130.0,interpolate,2,200,200,white,draw_rectangle,3850.png
0.53,0.5,0.81,0.17,black,30.0,interpolate,1,200,200,white,draw_rectangle,3851.png
0.48,0.51,0.9,0.11,black,40.0,interpolate,1,200,200,white,draw_rectangle,3852.png
0.53,0.48,0.3,0.17,black,70.0,interpolate,2,200,200,white,draw_rectangle,3853.png
0.45,0.48,0.56,0.19,black,60.0,interpolate,1,200,200,white,draw_rectangle,3854.png
0.47,0.46,0.39,0.17,black,125.0,interpolate,2,200,200,white,draw_rectangle,3855.png
0.5,0.55,0.56,0.14,black,90.0,interpolate,1,200,200,white,draw_rectangle,3856.png
0.46,0.46,0.64,0.2,black,30.0,interpolate,2,200,200,white,draw_rectangle,3857.png
0.51,0.49,0.73,0.1,black,35.0,interpolate,1,200,200,white,draw_rectangle,3858.png
0.53,0.48,0.9,0.16,black,35.0,interpolate,2,200,200,white,draw_rectangle,3859.png
0.46,0.53,0.81,0.14,black,175.0,interpolate,3,200,200,white,draw_rectangle,3860.png
0.54,0.49,0.64,0.13,black,50.0,interpolate,3,200,200,white,draw_rectangle,3861.png
0.48,0.45,0.64,0.19,black,20.0,interpolate,3,200,200,white,draw_rectangle,3862.png
0.55,0.48,0.73,0.14,black,55.0,interpolate,2,200,200,white,draw_rectangle,3863.png
0.49,0.53,0.64,0.2,black,45.0,interpolate,1,200,200,white,draw_rectangle,3864.png
0.46,0.46,0.56,0.17,black,130.0,interpolate,2,200,200,white,draw_rectangle,3865.png
0.5,0.54,0.9,0.13,black,45.0,interpolate,2,200,200,white,draw_rectangle,3866.png
0.54,0.54,0.64,0.13,black,95.0,interpolate,1,200,200,white,draw_rectangle,3867.png
0.46,0.51,0.56,0.2,black,110.0,interpolate,1,200,200,white,draw_rectangle,3868.png
0.51,0.47,0.9,0.14,black,125.0,interpolate,1,200,200,white,draw_rectangle,3869.png
0.48,0.54,0.56,0.13,black,0.0,interpolate,2,200,200,white,draw_rectangle,3870.png
0.55,0.52,0.39,0.17,black,45.0,interpolate,3,200,200,white,draw_rectangle,3871.png
0.47,0.48,0.3,0.13,black,50.0,interpolate,2,200,200,white,draw_rectangle,3872.png
0.53,0.52,0.3,0.2,black,105.0,interpolate,3,200,200,white,draw_rectangle,3873.png
0.45,0.55,0.47,0.1,black,10.0,interpolate,2,200,200,white,draw_rectangle,3874.png
0.5,0.47,0.9,0.13,black,140.0,interpolate,1,200,200,white,draw_rectangle,3875.png
0.45,0.46,0.81,0.13,black,10.0,interpolate,2,200,200,white,draw_rectangle,3876.png
0.52,0.51,0.81,0.19,black,140.0,interpolate,2,200,200,white,draw_rectangle,3877.png
0.52,0.45,0.73,0.1,black,125.0,interpolate,3,200,200,white,draw_rectangle,3878.png
0.49,0.46,0.3,0.16,black,130.0,interpolate,1,200,200,white,draw_rectangle,3879.png
0.46,0.45,0.3,0.11,black,135.0,interpolate,2,200,200,white,draw_rectangle,3880.png
0.53,0.45,0.3,0.19,black,25.0,interpolate,2,200,200,white,draw_rectangle,3881.png
0.52,0.48,0.39,0.16,black,90.0,interpolate,3,200,200,white,draw_rectangle,3882.png
0.49,0.52,0.81,0.2,black,15.0,interpolate,3,200,200,white,draw_rectangle,3883.png
0.54,0.48,0.3,0.13,black,120.0,interpolate,2,200,200,white,draw_rectangle,3884.png
0.49,0.5,0.73,0.1,black,100.0,interpolate,3,200,200,white,draw_rectangle,3885.png
0.46,0.47,0.64,0.13,black,80.0,interpolate,3,200,200,white,draw_rectangle,3886.png
0.54,0.47,0.9,0.17,black,95.0,interpolate,2,200,200,white,draw_rectangle,3887.png
0.55,0.5,0.56,0.16,black,0.0,interpolate,2,200,200,white,draw_rectangle,3888.png
0.54,0.51,0.3,0.14,black,130.0,interpolate,2,200,200,white,draw_rectangle,3889.png
0.55,0.47,0.47,0.17,black,35.0,interpolate,1,200,200,white,draw_rectangle,3890.png
0.5,0.53,0.56,0.14,black,110.0,interpolate,1,200,200,white,draw_rectangle,3891.png
0.52,0.5,0.39,0.1,black,45.0,interpolate,1,200,200,white,draw_rectangle,3892.png
0.51,0.46,0.9,0.16,black,85.0,interpolate,3,200,200,white,draw_rectangle,3893.png
0.47,0.47,0.81,0.2,black,150.0,interpolate,2,200,200,white,draw_rectangle,3894.png
0.47,0.52,0.3,0.17,black,35.0,interpolate,2,200,200,white,draw_rectangle,3895.png
0.52,0.54,0.39,0.2,black,40.0,interpolate,3,200,200,white,draw_rectangle,3896.png
0.46,0.48,0.81,0.14,black,30.0,interpolate,1,200,200,white,draw_rectangle,3897.png
0.54,0.48,0.56,0.1,black,65.0,interpolate,3,200,200,white,draw_rectangle,3898.png
0.52,0.52,0.9,0.13,black,10.0,interpolate,2,200,200,white,draw_rectangle,3899.png
0.48,0.49,0.73,0.1,black,100.0,interpolate,2,200,200,white,draw_rectangle,3900.png
0.51,0.47,0.64,0.16,black,90.0,interpolate,2,200,200,white,draw_rectangle,3901.png
0.54,0.51,0.64,0.11,black,165.0,interpolate,3,200,200,white,draw_rectangle,3902.png
0.46,0.51,0.3,0.13,black,25.0,interpolate,3,200,200,white,draw_rectangle,3903.png
0.51,0.48,0.39,0.2,black,10.0,interpolate,2,200,200,white,draw_rectangle,3904.png
0.49,0.5,0.47,0.2,black,115.0,interpolate,2,200,200,white,draw_rectangle,3905.png
0.49,0.48,0.64,0.11,black,150.0,interpolate,3,200,200,white,draw_rectangle,3906.png
0.55,0.45,0.81,0.17,black,170.0,interpolate,2,200,200,white,draw_rectangle,3907.png
0.46,0.51,0.47,0.2,black,175.0,interpolate,1,200,200,white,draw_rectangle,3908.png
0.52,0.54,0.47,0.1,black,80.0,interpolate,2,200,200,white,draw_rectangle,3909.png
0.54,0.54,0.39,0.14,black,75.0,interpolate,1,200,200,white,draw_rectangle,3910.png
0.46,0.55,0.3,0.19,black,55.0,interpolate,3,200,200,white,draw_rectangle,3911.png
0.51,0.47,0.3,0.16,black,80.0,interpolate,3,200,200,white,draw_rectangle,3912.png
0.51,0.52,0.56,0.1,black,170.0,interpolate,1,200,200,white,draw_rectangle,3913.png
0.5,0.5,0.81,0.19,black,45.0,interpolate,1,200,200,white,draw_rectangle,3914.png
0.48,0.52,0.47,0.16,black,175.0,interpolate,2,200,200,white,draw_rectangle,3915.png
0.47,0.52,0.81,0.14,black,105.0,interpolate,1,200,200,white,draw_rectangle,3916.png
0.5,0.51,0.9,0.1,black,30.0,interpolate,2,200,200,white,draw_rectangle,3917.png
0.46,0.47,0.81,0.19,black,90.0,interpolate,2,200,200,white,draw_rectangle,3918.png
0.46,0.49,0.73,0.14,black,50.0,interpolate,3,200,200,white,draw_rectangle,3919.png
0.53,0.46,0.3,0.19,black,150.0,interpolate,3,200,200,white,draw_rectangle,3920.png
0.45,0.46,0.81,0.1,black,30.0,interpolate,3,200,200,white,draw_rectangle,3921.png
0.49,0.55,0.64,0.19,black,25.0,interpolate,2,200,200,white,draw_rectangle,3922.png
0.52,0.49,0.64,0.11,black,150.0,interpolate,3,200,200,white,draw_rectangle,3923.png
0.47,0.5,0.3,0.17,black,80.0,interpolate,2,200,200,white,draw_rectangle,3924.png
0.47,0.47,0.39,0.11,black,130.0,interpolate,2,200,200,white,draw_rectangle,3925.png
0.51,0.49,0.39,0.1,black,60.0,interpolate,1,200,200,white,draw_rectangle,3926.png
0.46,0.53,0.64,0.17,black,115.0,interpolate,2,200,200,white,draw_rectangle,3927.png
0.48,0.51,0.9,0.13,black,65.0,interpolate,3,200,200,white,draw_rectangle,3928.png
0.53,0.52,0.73,0.2,black,75.0,interpolate,1,200,200,white,draw_rectangle,3929.png
0.53,0.5,0.47,0.14,black,170.0,interpolate,2,200,200,white,draw_rectangle,3930.png
0.5,0.55,0.64,0.19,black,55.0,interpolate,3,200,200,white,draw_rectangle,3931.png
0.52,0.53,0.64,0.11,black,105.0,interpolate,2,200,200,white,draw_rectangle,3932.png
0.5,0.52,0.39,0.2,black,50.0,interpolate,1,200,200,white,draw_rectangle,3933.png
0.5,0.49,0.39,0.19,black,100.0,interpolate,3,200,200,white,draw_rectangle,3934.png
0.46,0.55,0.9,0.17,black,155.0,interpolate,2,200,200,white,draw_rectangle,3935.png
0.47,0.47,0.3,0.19,black,150.0,interpolate,3,200,200,white,draw_rectangle,3936.png
0.54,0.53,0.56,0.17,black,130.0,interpolate,2,200,200,white,draw_rectangle,3937.png
0.52,0.52,0.39,0.19,black,120.0,interpolate,1,200,200,white,draw_rectangle,3938.png
0.46,0.47,0.9,0.11,black,155.0,interpolate,1,200,200,white,draw_rectangle,3939.png
0.5,0.5,0.73,0.17,black,0.0,interpolate,2,200,200,white,draw_rectangle,3940.png
0.48,0.47,0.73,0.19,black,85.0,interpolate,1,200,200,white,draw_rectangle,3941.png
0.47,0.47,0.64,0.17,black,150.0,interpolate,1,200,200,white,draw_rectangle,3942.png
0.47,0.52,0.73,0.1,black,150.0,interpolate,3,200,200,white,draw_rectangle,3943.png
0.47,0.5,0.73,0.14,black,75.0,interpolate,3,200,200,white,draw_rectangle,3944.png
0.48,0.51,0.64,0.2,black,150.0,interpolate,2,200,200,white,draw_rectangle,3945.png
0.52,0.51,0.64,0.17,black,130.0,interpolate,2,200,200,white,draw_rectangle,3946.png
0.51,0.47,0.9,0.16,black,135.0,interpolate,1,200,200,white,draw_rectangle,3947.png
0.53,0.55,0.47,0.19,black,175.0,interpolate,3,200,200,white,draw_rectangle,3948.png
0.48,0.47,0.81,0.19,black,100.0,interpolate,2,200,200,white,draw_rectangle,3949.png
0.55,0.48,0.56,0.17,black,75.0,interpolate,3,200,200,white,draw_rectangle,3950.png
0.51,0.53,0.3,0.11,black,65.0,interpolate,1,200,200,white,draw_rectangle,3951.png
0.53,0.45,0.47,0.14,black,90.0,interpolate,2,200,200,white,draw_rectangle,3952.png
0.52,0.55,0.81,0.16,black,55.0,interpolate,1,200,200,white,draw_rectangle,3953.png
0.51,0.49,0.56,0.13,black,40.0,interpolate,1,200,200,white,draw_rectangle,3954.png
0.52,0.52,0.3,0.11,black,45.0,interpolate,2,200,200,white,draw_rectangle,3955.png
0.49,0.48,0.9,0.11,black,65.0,interpolate,3,200,200,white,draw_rectangle,3956.png
0.53,0.49,0.3,0.17,black,145.0,interpolate,3,200,200,white,draw_rectangle,3957.png
0.48,0.55,0.81,0.2,black,65.0,interpolate,1,200,200,white,draw_rectangle,3958.png
0.55,0.54,0.39,0.11,black,30.0,interpolate,1,200,200,white,draw_rectangle,3959.png
0.48,0.54,0.81,0.13,black,70.0,interpolate,2,200,200,white,draw_rectangle,3960.png
0.49,0.51,0.39,0.19,black,75.0,interpolate,1,200,200,white,draw_rectangle,3961.png
0.54,0.55,0.56,0.14,black,85.0,interpolate,3,200,200,white,draw_rectangle,3962.png
0.51,0.52,0.9,0.19,black,175.0,interpolate,1,200,200,white,draw_rectangle,3963.png
0.48,0.48,0.47,0.14,black,110.0,interpolate,1,200,200,white,draw_rectangle,3964.png
0.49,0.53,0.64,0.19,black,55.0,interpolate,3,200,200,white,draw_rectangle,3965.png
0.46,0.46,0.47,0.16,black,60.0,interpolate,1,200,200,white,draw_rectangle,3966.png
