x,y,width,height,skew,color,rotation_angle,outline,linewidth,image_width,image_height,background_color,plot_function,file_name
0.53,0.53,0.31,0.13,45.0,black,85.0,interpolate,1,200,200,white,draw_parallelogram,5422.png
0.49,0.49,0.31,0.16,30.0,black,50.0,interpolate,1,200,200,white,draw_parallelogram,5423.png
0.52,0.53,0.37,0.18,7.5,black,10.0,interpolate,3,200,200,white,draw_parallelogram,5424.png
0.55,0.53,0.37,0.18,15.0,black,65.0,interpolate,1,200,200,white,draw_parallelogram,5425.png
0.46,0.51,0.42,0.16,15.0,black,170.0,interpolate,2,200,200,white,draw_parallelogram,5426.png
0.54,0.48,0.31,0.1,15.0,black,110.0,interpolate,1,200,200,white,draw_parallelogram,5427.png
0.45,0.53,0.37,0.13,37.5,black,125.0,interpolate,3,200,200,white,draw_parallelogram,5428.png
0.54,0.52,0.26,0.18,22.5,black,165.0,interpolate,3,200,200,white,draw_parallelogram,5429.png
0.46,0.47,0.42,0.1,0.0,black,110.0,interpolate,2,200,200,white,draw_parallelogram,5430.png
0.45,0.53,0.26,0.18,22.5,black,85.0,interpolate,2,200,200,white,draw_parallelogram,5431.png
0.5,0.5,0.42,0.16,7.5,black,55.0,interpolate,3,200,200,white,draw_parallelogram,5432.png
0.53,0.52,0.48,0.1,30.0,black,105.0,interpolate,2,200,200,white,draw_parallelogram,5433.png
0.46,0.51,0.37,0.15,15.0,black,0.0,interpolate,3,200,200,white,draw_parallelogram,5434.png
0.45,0.49,0.26,0.18,45.0,black,15.0,interpolate,2,200,200,white,draw_parallelogram,5435.png
0.47,0.53,0.26,0.12,7.5,black,30.0,interpolate,2,200,200,white,draw_parallelogram,5436.png
0.5,0.47,0.31,0.16,30.0,black,160.0,interpolate,1,200,200,white,draw_parallelogram,5437.png
0.51,0.54,0.26,0.18,7.5,black,160.0,interpolate,1,200,200,white,draw_parallelogram,5438.png
0.49,0.46,0.2,0.1,37.5,black,155.0,interpolate,1,200,200,white,draw_parallelogram,5439.png
0.52,0.45,0.31,0.18,45.0,black,70.0,interpolate,3,200,200,white,draw_parallelogram,5440.png
0.53,0.52,0.42,0.15,45.0,black,20.0,interpolate,1,200,200,white,draw_parallelogram,5441.png
0.49,0.49,0.37,0.1,37.5,black,155.0,interpolate,2,200,200,white,draw_parallelogram,5442.png
0.52,0.5,0.42,0.1,22.5,black,40.0,interpolate,3,200,200,white,draw_parallelogram,5443.png
0.54,0.55,0.2,0.18,30.0,black,80.0,interpolate,1,200,200,white,draw_parallelogram,5444.png
0.51,0.46,0.48,0.12,37.5,black,20.0,interpolate,2,200,200,white,draw_parallelogram,5445.png
0.55,0.48,0.48,0.12,37.5,black,65.0,interpolate,1,200,200,white,draw_parallelogram,5446.png
0.5,0.45,0.48,0.12,45.0,black,25.0,interpolate,3,200,200,white,draw_parallelogram,5447.png
0.55,0.53,0.42,0.12,45.0,black,115.0,interpolate,3,200,200,white,draw_parallelogram,5448.png
0.46,0.48,0.37,0.15,30.0,black,90.0,interpolate,2,200,200,white,draw_parallelogram,5449.png
0.53,0.48,0.31,0.1,15.0,black,40.0,interpolate,2,200,200,white,draw_parallelogram,5450.png
0.52,0.52,0.42,0.13,15.0,black,95.0,interpolate,1,200,200,white,draw_parallelogram,5451.png
0.46,0.51,0.42,0.13,37.5,black,65.0,interpolate,3,200,200,white,draw_parallelogram,5452.png
0.46,0.53,0.31,0.13,45.0,black,170.0,interpolate,3,200,200,white,draw_parallelogram,5453.png
0.46,0.52,0.26,0.15,45.0,black,110.0,interpolate,3,200,200,white,draw_parallelogram,5454.png
0.48,0.51,0.42,0.13,45.0,black,105.0,interpolate,2,200,200,white,draw_parallelogram,5455.png
0.55,0.52,0.2,0.1,7.5,black,140.0,interpolate,3,200,200,white,draw_parallelogram,5456.png
0.49,0.55,0.42,0.18,15.0,black,170.0,interpolate,3,200,200,white,draw_parallelogram,5457.png
0.5,0.53,0.37,0.16,30.0,black,165.0,interpolate,1,200,200,white,draw_parallelogram,5458.png
0.51,0.5,0.2,0.15,30.0,black,145.0,interpolate,1,200,200,white,draw_parallelogram,5459.png
0.55,0.46,0.42,0.15,37.5,black,140.0,interpolate,2,200,200,white,draw_parallelogram,5460.png
0.51,0.53,0.2,0.16,7.5,black,120.0,interpolate,1,200,200,white,draw_parallelogram,5461.png
0.52,0.54,0.48,0.13,7.5,black,130.0,interpolate,1,200,200,white,draw_parallelogram,5462.png
0.5,0.55,0.31,0.16,22.5,black,35.0,interpolate,1,200,200,white,draw_parallelogram,5463.png
0.46,0.51,0.37,0.18,7.5,black,35.0,interpolate,1,200,200,white,draw_parallelogram,5464.png
0.54,0.48,0.42,0.15,0.0,black,55.0,interpolate,2,200,200,white,draw_parallelogram,5465.png
0.47,0.45,0.48,0.1,45.0,black,5.0,interpolate,1,200,200,white,draw_parallelogram,5466.png
0.51,0.49,0.31,0.1,45.0,black,170.0,interpolate,1,200,200,white,draw_parallelogram,5467.png
0.46,0.47,0.31,0.18,37.5,black,125.0,interpolate,3,200,200,white,draw_parallelogram,5468.png
0.54,0.47,0.26,0.13,7.5,black,65.0,interpolate,3,200,200,white,draw_parallelogram,5469.png
0.49,0.55,0.31,0.16,22.5,black,50.0,interpolate,3,200,200,white,draw_parallelogram,5470.png
0.52,0.54,0.37,0.13,15.0,black,100.0,interpolate,1,200,200,white,draw_parallelogram,5471.png
0.53,0.55,0.31,0.15,45.0,black,70.0,interpolate,3,200,200,white,draw_parallelogram,5472.png
0.53,0.55,0.42,0.13,45.0,black,85.0,interpolate,3,200,200,white,draw_parallelogram,5473.png
0.49,0.47,0.26,0.16,30.0,black,0.0,interpolate,2,200,200,white,draw_parallelogram,5474.png
0.46,0.49,0.26,0.12,22.5,black,15.0,interpolate,3,200,200,white,draw_parallelogram,5475.png
0.48,0.48,0.37,0.16,22.5,black,115.0,interpolate,3,200,200,white,draw_parallelogram,5476.png
0.5,0.45,0.31,0.13,15.0,black,90.0,interpolate,1,200,200,white,draw_parallelogram,5477.png
0.55,0.45,0.48,0.13,37.5,black,25.0,interpolate,3,200,200,white,draw_parallelogram,5478.png
0.5,0.55,0.37,0.16,0.0,black,10.0,interpolate,1,200,200,white,draw_parallelogram,5479.png
0.49,0.53,0.26,0.12,15.0,black,110.0,interpolate,1,200,200,white,draw_parallelogram,5480.png
0.45,0.55,0.31,0.15,7.5,black,150.0,interpolate,3,200,200,white,draw_parallelogram,5481.png
0.48,0.55,0.48,0.18,30.0,black,35.0,interpolate,3,200,200,white,draw_parallelogram,5482.png
0.51,0.53,0.42,0.1,0.0,black,130.0,interpolate,3,200,200,white,draw_parallelogram,5483.png
0.47,0.45,0.48,0.18,45.0,black,100.0,interpolate,2,200,200,white,draw_parallelogram,5484.png
0.5,0.51,0.2,0.13,30.0,black,160.0,interpolate,3,200,200,white,draw_parallelogram,5485.png
0.52,0.49,0.48,0.18,22.5,black,40.0,interpolate,3,200,200,white,draw_parallelogram,5486.png
0.49,0.55,0.2,0.1,30.0,black,150.0,interpolate,1,200,200,white,draw_parallelogram,5487.png
0.48,0.51,0.31,0.18,15.0,black,115.0,interpolate,1,200,200,white,draw_parallelogram,5488.png
0.54,0.5,0.26,0.13,45.0,black,90.0,interpolate,2,200,200,white,draw_parallelogram,5489.png
0.5,0.46,0.31,0.16,7.5,black,165.0,interpolate,1,200,200,white,draw_parallelogram,5490.png
0.55,0.55,0.37,0.18,15.0,black,5.0,interpolate,1,200,200,white,draw_parallelogram,5491.png
0.53,0.48,0.48,0.1,22.5,black,170.0,interpolate,1,200,200,white,draw_parallelogram,5492.png
0.48,0.55,0.31,0.12,15.0,black,175.0,interpolate,1,200,200,white,draw_parallelogram,5493.png
0.46,0.52,0.42,0.1,37.5,black,165.0,interpolate,3,200,200,white,draw_parallelogram,5494.png
0.48,0.51,0.42,0.13,45.0,black,150.0,interpolate,3,200,200,white,draw_parallelogram,5495.png
0.55,0.52,0.48,0.1,37.5,black,135.0,interpolate,2,200,200,white,draw_parallelogram,5496.png
0.53,0.55,0.48,0.13,45.0,black,50.0,interpolate,2,200,200,white,draw_parallelogram,5497.png
0.51,0.47,0.48,0.13,22.5,black,55.0,interpolate,3,200,200,white,draw_parallelogram,5498.png
0.55,0.46,0.37,0.15,0.0,black,145.0,interpolate,1,200,200,white,draw_parallelogram,5499.png
0.49,0.48,0.2,0.18,7.5,black,70.0,interpolate,3,200,200,white,draw_parallelogram,5500.png
0.5,0.5,0.42,0.15,0.0,black,105.0,interpolate,1,200,200,white,draw_parallelogram,5501.png
0.51,0.48,0.31,0.1,22.5,black,45.0,interpolate,2,200,200,white,draw_parallelogram,5502.png
0.48,0.5,0.2,0.16,22.5,black,150.0,interpolate,1,200,200,white,draw_parallelogram,5503.png
0.48,0.47,0.48,0.12,30.0,black,65.0,interpolate,3,200,200,white,draw_parallelogram,5504.png
0.48,0.54,0.2,0.1,15.0,black,100.0,interpolate,3,200,200,white,draw_parallelogram,5505.png
0.54,0.49,0.31,0.12,45.0,black,50.0,interpolate,3,200,200,white,draw_parallelogram,5506.png
0.48,0.48,0.2,0.12,7.5,black,150.0,interpolate,2,200,200,white,draw_parallelogram,5507.png
0.52,0.55,0.26,0.16,15.0,black,70.0,interpolate,2,200,200,white,draw_parallelogram,5508.png
0.49,0.49,0.37,0.15,37.5,black,145.0,interpolate,1,200,200,white,draw_parallelogram,5509.png
0.47,0.52,0.31,0.16,7.5,black,145.0,interpolate,3,200,200,white,draw_parallelogram,5510.png
0.49,0.48,0.31,0.1,37.5,black,85.0,interpolate,2,200,200,white,draw_parallelogram,5511.png
0.5,0.53,0.42,0.18,0.0,black,50.0,interpolate,1,200,200,white,draw_parallelogram,5512.png
0.45,0.49,0.48,0.16,45.0,black,20.0,interpolate,2,200,200,white,draw_parallelogram,5513.png
0.49,0.51,0.42,0.15,37.5,black,90.0,interpolate,2,200,200,white,draw_parallelogram,5514.png
0.47,0.45,0.48,0.18,7.5,black,60.0,interpolate,3,200,200,white,draw_parallelogram,5515.png
0.49,0.54,0.48,0.13,37.5,black,20.0,interpolate,2,200,200,white,draw_parallelogram,5516.png
0.48,0.45,0.26,0.15,37.5,black,175.0,interpolate,1,200,200,white,draw_parallelogram,5517.png
0.45,0.5,0.26,0.15,37.5,black,120.0,interpolate,3,200,200,white,draw_parallelogram,5518.png
0.51,0.48,0.42,0.1,37.5,black,0.0,interpolate,2,200,200,white,draw_parallelogram,5519.png
0.55,0.55,0.26,0.12,30.0,black,75.0,interpolate,3,200,200,white,draw_parallelogram,5520.png
0.51,0.5,0.26,0.13,15.0,black,55.0,interpolate,1,200,200,white,draw_parallelogram,5521.png
0.52,0.53,0.42,0.1,30.0,black,155.0,interpolate,2,200,200,white,draw_parallelogram,5522.png
0.47,0.53,0.2,0.13,0.0,black,40.0,interpolate,1,200,200,white,draw_parallelogram,5523.png
0.45,0.46,0.42,0.12,15.0,black,95.0,interpolate,2,200,200,white,draw_parallelogram,5524.png
0.54,0.49,0.37,0.1,15.0,black,45.0,interpolate,1,200,200,white,draw_parallelogram,5525.png
0.54,0.51,0.48,0.1,37.5,black,40.0,interpolate,2,200,200,white,draw_parallelogram,5526.png
0.52,0.45,0.31,0.15,7.5,black,80.0,interpolate,1,200,200,white,draw_parallelogram,5527.png
0.45,0.49,0.26,0.15,7.5,black,140.0,interpolate,2,200,200,white,draw_parallelogram,5528.png
0.49,0.55,0.37,0.16,45.0,black,60.0,interpolate,1,200,200,white,draw_parallelogram,5529.png
0.46,0.46,0.42,0.12,7.5,black,175.0,interpolate,2,200,200,white,draw_parallelogram,5530.png
0.51,0.45,0.31,0.15,15.0,black,30.0,interpolate,2,200,200,white,draw_parallelogram,5531.png
0.49,0.54,0.37,0.12,30.0,black,60.0,interpolate,3,200,200,white,draw_parallelogram,5532.png
0.46,0.47,0.48,0.15,37.5,black,150.0,interpolate,3,200,200,white,draw_parallelogram,5533.png
0.53,0.49,0.2,0.12,15.0,black,135.0,interpolate,1,200,200,white,draw_parallelogram,5534.png
0.52,0.55,0.48,0.15,7.5,black,70.0,interpolate,3,200,200,white,draw_parallelogram,5535.png
0.47,0.55,0.48,0.15,7.5,black,135.0,interpolate,1,200,200,white,draw_parallelogram,5536.png
0.54,0.52,0.37,0.12,45.0,black,110.0,interpolate,3,200,200,white,draw_parallelogram,5537.png
0.46,0.45,0.31,0.16,22.5,black,0.0,interpolate,2,200,200,white,draw_parallelogram,5538.png
0.55,0.54,0.31,0.18,15.0,black,60.0,interpolate,2,200,200,white,draw_parallelogram,5539.png
0.5,0.51,0.37,0.16,0.0,black,35.0,interpolate,2,200,200,white,draw_parallelogram,5540.png
0.47,0.5,0.42,0.13,30.0,black,85.0,interpolate,3,200,200,white,draw_parallelogram,5541.png
0.49,0.47,0.2,0.16,15.0,black,90.0,interpolate,2,200,200,white,draw_parallelogram,5542.png
0.54,0.53,0.48,0.13,30.0,black,50.0,interpolate,2,200,200,white,draw_parallelogram,5543.png
0.53,0.55,0.26,0.15,7.5,black,0.0,interpolate,1,200,200,white,draw_parallelogram,5544.png
0.48,0.55,0.42,0.12,45.0,black,100.0,interpolate,3,200,200,white,draw_parallelogram,5545.png
0.5,0.51,0.2,0.16,22.5,black,35.0,interpolate,3,200,200,white,draw_parallelogram,5546.png
0.54,0.53,0.31,0.16,37.5,black,95.0,interpolate,3,200,200,white,draw_parallelogram,5547.png
0.5,0.49,0.2,0.1,45.0,black,120.0,interpolate,1,200,200,white,draw_parallelogram,5548.png
0.45,0.5,0.42,0.1,30.0,black,125.0,interpolate,2,200,200,white,draw_parallelogram,5549.png
0.53,0.45,0.26,0.18,7.5,black,105.0,interpolate,2,200,200,white,draw_parallelogram,5550.png
0.53,0.49,0.37,0.1,22.5,black,120.0,interpolate,3,200,200,white,draw_parallelogram,5551.png
0.52,0.52,0.48,0.16,0.0,black,140.0,interpolate,2,200,200,white,draw_parallelogram,5552.png
0.51,0.51,0.48,0.18,45.0,black,115.0,interpolate,1,200,200,white,draw_parallelogram,5553.png
0.52,0.53,0.48,0.18,22.5,black,145.0,interpolate,3,200,200,white,draw_parallelogram,5554.png
0.51,0.48,0.31,0.18,0.0,black,95.0,interpolate,1,200,200,white,draw_parallelogram,5555.png
0.55,0.52,0.2,0.16,45.0,black,100.0,interpolate,1,200,200,white,draw_parallelogram,5556.png
0.51,0.53,0.42,0.1,0.0,black,70.0,interpolate,3,200,200,white,draw_parallelogram,5557.png
0.54,0.46,0.2,0.15,15.0,black,80.0,interpolate,3,200,200,white,draw_parallelogram,5558.png
0.45,0.54,0.2,0.16,30.0,black,95.0,interpolate,1,200,200,white,draw_parallelogram,5559.png
0.54,0.45,0.37,0.12,30.0,black,80.0,interpolate,2,200,200,white,draw_parallelogram,5560.png
0.49,0.55,0.42,0.18,7.5,black,90.0,interpolate,2,200,200,white,draw_parallelogram,5561.png
0.49,0.48,0.37,0.12,15.0,black,140.0,interpolate,2,200,200,white,draw_parallelogram,5562.png
0.5,0.54,0.48,0.13,45.0,black,45.0,interpolate,3,200,200,white,draw_parallelogram,5563.png
0.46,0.48,0.42,0.12,30.0,black,80.0,interpolate,2,200,200,white,draw_parallelogram,5564.png
0.5,0.49,0.48,0.13,22.5,black,115.0,interpolate,3,200,200,white,draw_parallelogram,5565.png
0.53,0.47,0.48,0.18,15.0,black,50.0,interpolate,1,200,200,white,draw_parallelogram,5566.png
0.51,0.55,0.42,0.15,45.0,black,115.0,interpolate,1,200,200,white,draw_parallelogram,5567.png
0.54,0.54,0.48,0.12,22.5,black,145.0,interpolate,2,200,200,white,draw_parallelogram,5568.png
0.5,0.45,0.37,0.16,0.0,black,95.0,interpolate,3,200,200,white,draw_parallelogram,5569.png
0.52,0.55,0.48,0.13,15.0,black,175.0,interpolate,1,200,200,white,draw_parallelogram,5570.png
0.55,0.46,0.2,0.12,15.0,black,175.0,interpolate,2,200,200,white,draw_parallelogram,5571.png
0.49,0.48,0.31,0.1,7.5,black,105.0,interpolate,3,200,200,white,draw_parallelogram,5572.png
0.46,0.54,0.2,0.16,45.0,black,150.0,interpolate,3,200,200,white,draw_parallelogram,5573.png
0.52,0.5,0.42,0.16,7.5,black,100.0,interpolate,1,200,200,white,draw_parallelogram,5574.png
0.45,0.49,0.37,0.15,22.5,black,95.0,interpolate,2,200,200,white,draw_parallelogram,5575.png
0.48,0.45,0.26,0.16,0.0,black,170.0,interpolate,3,200,200,white,draw_parallelogram,5576.png
0.47,0.55,0.42,0.16,22.5,black,140.0,interpolate,2,200,200,white,draw_parallelogram,5577.png
0.52,0.45,0.42,0.12,45.0,black,15.0,interpolate,3,200,200,white,draw_parallelogram,5578.png
0.48,0.55,0.2,0.13,30.0,black,80.0,interpolate,2,200,200,white,draw_parallelogram,5579.png
0.47,0.51,0.42,0.13,37.5,black,160.0,interpolate,3,200,200,white,draw_parallelogram,5580.png
0.48,0.55,0.2,0.12,30.0,black,145.0,interpolate,1,200,200,white,draw_parallelogram,5581.png
0.45,0.55,0.42,0.15,15.0,black,125.0,interpolate,3,200,200,white,draw_parallelogram,5582.png
0.46,0.52,0.31,0.18,22.5,black,25.0,interpolate,1,200,200,white,draw_parallelogram,5583.png
0.48,0.55,0.37,0.18,37.5,black,20.0,interpolate,1,200,200,white,draw_parallelogram,5584.png
0.51,0.45,0.31,0.13,7.5,black,45.0,interpolate,3,200,200,white,draw_parallelogram,5585.png
0.51,0.49,0.2,0.16,15.0,black,100.0,interpolate,2,200,200,white,draw_parallelogram,5586.png
0.49,0.51,0.26,0.1,0.0,black,70.0,interpolate,3,200,200,white,draw_parallelogram,5587.png
0.51,0.5,0.42,0.1,22.5,black,25.0,interpolate,2,200,200,white,draw_parallelogram,5588.png
0.53,0.53,0.2,0.13,22.5,black,115.0,interpolate,1,200,200,white,draw_parallelogram,5589.png
0.45,0.48,0.42,0.15,30.0,black,50.0,interpolate,2,200,200,white,draw_parallelogram,5590.png
0.48,0.51,0.48,0.1,37.5,black,15.0,interpolate,3,200,200,white,draw_parallelogram,5591.png
0.47,0.55,0.37,0.16,45.0,black,35.0,interpolate,3,200,200,white,draw_parallelogram,5592.png
0.45,0.52,0.42,0.12,22.5,black,40.0,interpolate,2,200,200,white,draw_parallelogram,5593.png
0.49,0.49,0.2,0.12,45.0,black,160.0,interpolate,3,200,200,white,draw_parallelogram,5594.png
0.51,0.46,0.26,0.16,45.0,black,90.0,interpolate,2,200,200,white,draw_parallelogram,5595.png
0.45,0.48,0.48,0.1,22.5,black,40.0,interpolate,2,200,200,white,draw_parallelogram,5596.png
0.51,0.53,0.2,0.18,45.0,black,170.0,interpolate,2,200,200,white,draw_parallelogram,5597.png
0.54,0.46,0.2,0.18,7.5,black,0.0,interpolate,1,200,200,white,draw_parallelogram,5598.png
0.51,0.49,0.42,0.16,7.5,black,115.0,interpolate,1,200,200,white,draw_parallelogram,5599.png
0.47,0.53,0.42,0.1,45.0,black,110.0,interpolate,1,200,200,white,draw_parallelogram,5600.png
0.48,0.53,0.42,0.1,37.5,black,175.0,interpolate,1,200,200,white,draw_parallelogram,5601.png
0.54,0.51,0.42,0.12,7.5,black,65.0,interpolate,1,200,200,white,draw_parallelogram,5602.png
0.46,0.46,0.42,0.15,15.0,black,75.0,interpolate,1,200,200,white,draw_parallelogram,5603.png
0.55,0.53,0.2,0.12,45.0,black,170.0,interpolate,2,200,200,white,draw_parallelogram,5604.png
0.53,0.46,0.42,0.15,37.5,black,125.0,interpolate,2,200,200,white,draw_parallelogram,5605.png
0.53,0.53,0.37,0.12,45.0,black,125.0,interpolate,2,200,200,white,draw_parallelogram,5606.png
0.46,0.55,0.42,0.1,45.0,black,60.0,interpolate,3,200,200,white,draw_parallelogram,5607.png
0.5,0.46,0.31,0.1,37.5,black,135.0,interpolate,1,200,200,white,draw_parallelogram,5608.png
0.46,0.52,0.2,0.18,7.5,black,70.0,interpolate,1,200,200,white,draw_parallelogram,5609.png
0.48,0.48,0.2,0.13,37.5,black,95.0,interpolate,3,200,200,white,draw_parallelogram,5610.png
0.5,0.46,0.2,0.12,7.5,black,25.0,interpolate,3,200,200,white,draw_parallelogram,5611.png
0.48,0.52,0.48,0.12,30.0,black,170.0,interpolate,1,200,200,white,draw_parallelogram,5612.png
0.54,0.47,0.48,0.13,30.0,black,55.0,interpolate,1,200,200,white,draw_parallelogram,5613.png
0.52,0.5,0.31,0.1,37.5,black,75.0,interpolate,3,200,200,white,draw_parallelogram,5614.png
0.53,0.55,0.37,0.12,7.5,black,60.0,interpolate,1,200,200,white,draw_parallelogram,5615.png
0.49,0.49,0.26,0.16,37.5,black,120.0,interpolate,2,200,200,white,draw_parallelogram,5616.png
0.45,0.51,0.48,0.16,22.5,black,120.0,interpolate,1,200,200,white,draw_parallelogram,5617.png
0.47,0.46,0.37,0.1,37.5,black,140.0,interpolate,2,200,200,white,draw_parallelogram,5618.png
0.53,0.45,0.2,0.18,0.0,black,25.0,interpolate,1,200,200,white,draw_parallelogram,5619.png
0.52,0.55,0.37,0.13,0.0,black,5.0,interpolate,1,200,200,white,draw_parallelogram,5620.png
0.48,0.5,0.2,0.12,22.5,black,165.0,interpolate,2,200,200,white,draw_parallelogram,5621.png
0.48,0.55,0.37,0.18,45.0,black,35.0,interpolate,1,200,200,white,draw_parallelogram,5622.png
0.53,0.5,0.26,0.18,0.0,black,140.0,interpolate,2,200,200,white,draw_parallelogram,5623.png
0.51,0.54,0.26,0.18,22.5,black,120.0,interpolate,3,200,200,white,draw_parallelogram,5624.png
0.47,0.54,0.26,0.16,22.5,black,0.0,interpolate,1,200,200,white,draw_parallelogram,5625.png
0.54,0.45,0.37,0.1,37.5,black,165.0,interpolate,1,200,200,white,draw_parallelogram,5626.png
0.45,0.5,0.48,0.15,7.5,black,85.0,interpolate,1,200,200,white,draw_parallelogram,5627.png
0.5,0.53,0.42,0.16,7.5,black,45.0,interpolate,1,200,200,white,draw_parallelogram,5628.png
0.45,0.45,0.31,0.12,22.5,black,125.0,interpolate,2,200,200,white,draw_parallelogram,5629.png
0.45,0.49,0.2,0.15,37.5,black,60.0,interpolate,2,200,200,white,draw_parallelogram,5630.png
0.47,0.52,0.48,0.16,7.5,black,30.0,interpolate,1,200,200,white,draw_parallelogram,5631.png
0.5,0.55,0.31,0.15,7.5,black,140.0,interpolate,2,200,200,white,draw_parallelogram,5632.png
0.46,0.49,0.48,0.18,7.5,black,170.0,interpolate,2,200,200,white,draw_parallelogram,5633.png
0.46,0.54,0.42,0.1,15.0,black,75.0,interpolate,1,200,200,white,draw_parallelogram,5634.png
0.47,0.46,0.2,0.15,22.5,black,70.0,interpolate,3,200,200,white,draw_parallelogram,5635.png
0.47,0.49,0.37,0.13,45.0,black,170.0,interpolate,1,200,200,white,draw_parallelogram,5636.png
0.47,0.48,0.37,0.18,7.5,black,105.0,interpolate,2,200,200,white,draw_parallelogram,5637.png
0.45,0.46,0.2,0.13,30.0,black,170.0,interpolate,3,200,200,white,draw_parallelogram,5638.png
0.48,0.49,0.31,0.15,45.0,black,145.0,interpolate,2,200,200,white,draw_parallelogram,5639.png
0.5,0.53,0.31,0.1,15.0,black,100.0,interpolate,2,200,200,white,draw_parallelogram,5640.png
0.48,0.49,0.48,0.13,7.5,black,45.0,interpolate,1,200,200,white,draw_parallelogram,5641.png
0.55,0.52,0.26,0.15,37.5,black,75.0,interpolate,3,200,200,white,draw_parallelogram,5642.png
0.45,0.47,0.37,0.13,0.0,black,15.0,interpolate,3,200,200,white,draw_parallelogram,5643.png
0.48,0.54,0.42,0.18,45.0,black,0.0,interpolate,1,200,200,white,draw_parallelogram,5644.png
0.5,0.48,0.48,0.12,15.0,black,140.0,interpolate,2,200,200,white,draw_parallelogram,5645.png
0.54,0.46,0.48,0.1,45.0,black,105.0,interpolate,3,200,200,white,draw_parallelogram,5646.png
0.53,0.55,0.2,0.1,37.5,black,100.0,interpolate,3,200,200,white,draw_parallelogram,5647.png
0.47,0.46,0.48,0.15,15.0,black,120.0,interpolate,2,200,200,white,draw_parallelogram,5648.png
0.55,0.47,0.48,0.16,22.5,black,100.0,interpolate,1,200,200,white,draw_parallelogram,5649.png
0.54,0.47,0.2,0.13,15.0,black,80.0,interpolate,2,200,200,white,draw_parallelogram,5650.png
0.46,0.55,0.37,0.1,30.0,black,0.0,interpolate,3,200,200,white,draw_parallelogram,5651.png
0.53,0.54,0.42,0.1,7.5,black,50.0,interpolate,1,200,200,white,draw_parallelogram,5652.png
0.52,0.48,0.26,0.12,30.0,black,15.0,interpolate,3,200,200,white,draw_parallelogram,5653.png
0.47,0.45,0.48,0.12,15.0,black,155.0,interpolate,1,200,200,white,draw_parallelogram,5654.png
0.55,0.53,0.2,0.16,37.5,black,75.0,interpolate,1,200,200,white,draw_parallelogram,5655.png
0.52,0.51,0.48,0.16,22.5,black,5.0,interpolate,2,200,200,white,draw_parallelogram,5656.png
0.53,0.54,0.31,0.16,45.0,black,85.0,interpolate,1,200,200,white,draw_parallelogram,5657.png
0.52,0.51,0.48,0.12,15.0,black,140.0,interpolate,3,200,200,white,draw_parallelogram,5658.png
0.45,0.55,0.31,0.18,0.0,black,135.0,interpolate,2,200,200,white,draw_parallelogram,5659.png
0.47,0.54,0.48,0.15,0.0,black,160.0,interpolate,3,200,200,white,draw_parallelogram,5660.png
0.5,0.51,0.37,0.15,45.0,black,140.0,interpolate,3,200,200,white,draw_parallelogram,5661.png
0.45,0.47,0.26,0.12,0.0,black,20.0,interpolate,3,200,200,white,draw_parallelogram,5662.png
0.54,0.5,0.31,0.18,30.0,black,45.0,interpolate,2,200,200,white,draw_parallelogram,5663.png
0.55,0.49,0.48,0.18,45.0,black,10.0,interpolate,2,200,200,white,draw_parallelogram,5664.png
0.45,0.54,0.26,0.15,37.5,black,75.0,interpolate,3,200,200,white,draw_parallelogram,5665.png
0.46,0.49,0.37,0.13,0.0,black,90.0,interpolate,2,200,200,white,draw_parallelogram,5666.png
0.53,0.52,0.31,0.16,15.0,black,30.0,interpolate,3,200,200,white,draw_parallelogram,5667.png
0.54,0.5,0.31,0.1,0.0,black,145.0,interpolate,3,200,200,white,draw_parallelogram,5668.png
0.49,0.55,0.37,0.18,15.0,black,120.0,interpolate,1,200,200,white,draw_parallelogram,5669.png
0.47,0.5,0.37,0.1,37.5,black,100.0,interpolate,3,200,200,white,draw_parallelogram,5670.png
0.51,0.52,0.37,0.15,0.0,black,55.0,interpolate,1,200,200,white,draw_parallelogram,5671.png
0.46,0.55,0.2,0.15,7.5,black,45.0,interpolate,3,200,200,white,draw_parallelogram,5672.png
0.52,0.45,0.48,0.1,22.5,black,155.0,interpolate,3,200,200,white,draw_parallelogram,5673.png
0.5,0.51,0.2,0.12,45.0,black,55.0,interpolate,3,200,200,white,draw_parallelogram,5674.png
0.45,0.52,0.37,0.18,22.5,black,5.0,interpolate,1,200,200,white,draw_parallelogram,5675.png
0.52,0.54,0.48,0.18,37.5,black,60.0,interpolate,2,200,200,white,draw_parallelogram,5676.png
0.54,0.54,0.48,0.15,15.0,black,15.0,interpolate,2,200,200,white,draw_parallelogram,5677.png
0.45,0.49,0.37,0.16,30.0,black,105.0,interpolate,1,200,200,white,draw_parallelogram,5678.png
0.53,0.53,0.26,0.16,45.0,black,10.0,interpolate,2,200,200,white,draw_parallelogram,5679.png
0.52,0.49,0.42,0.15,7.5,black,65.0,interpolate,2,200,200,white,draw_parallelogram,5680.png
0.55,0.45,0.26,0.16,37.5,black,135.0,interpolate,2,200,200,white,draw_parallelogram,5681.png
0.49,0.53,0.48,0.13,37.5,black,5.0,interpolate,3,200,200,white,draw_parallelogram,5682.png
0.53,0.54,0.31,0.15,7.5,black,75.0,interpolate,1,200,200,white,draw_parallelogram,5683.png
0.54,0.45,0.26,0.15,45.0,black,95.0,interpolate,2,200,200,white,draw_parallelogram,5684.png
