x,y,radius,n_points,color,rotation_angle,outline,linewidth,image_width,image_height,background_color,plot_function,file_name
0.5,0.46,0.15,6,black,0.0,,0,64,64,white,draw_polygon,966.png
0.47,0.49,0.2,4,black,30.0,,0,64,64,white,draw_polygon,967.png
0.47,0.5,0.1,4,black,210.0,,0,64,64,white,draw_polygon,968.png
0.45,0.5,0.35,7,black,30.0,,0,64,64,white,draw_polygon,969.png
0.54,0.55,0.45,3,black,180.0,,0,64,64,white,draw_polygon,970.png
0.51,0.52,0.35,7,black,330.0,,0,64,64,white,draw_polygon,971.png
0.47,0.51,0.45,6,black,330.0,,0,64,64,white,draw_polygon,972.png
0.45,0.54,0.35,6,black,300.0,,0,64,64,white,draw_polygon,973.png
0.53,0.55,0.2,6,black,240.0,,0,64,64,white,draw_polygon,974.png
0.45,0.47,0.35,7,black,120.0,,0,64,64,white,draw_polygon,975.png
0.45,0.45,0.25,4,black,150.0,,0,64,64,white,draw_polygon,976.png
0.47,0.47,0.35,7,black,150.0,,0,64,64,white,draw_polygon,977.png
0.49,0.51,0.35,6,black,150.0,,0,64,64,white,draw_polygon,978.png
0.45,0.5,0.2,5,black,90.0,,0,64,64,white,draw_polygon,979.png
0.54,0.46,0.35,6,black,270.0,,0,64,64,white,draw_polygon,980.png
0.52,0.46,0.2,6,black,300.0,,0,64,64,white,draw_polygon,981.png
0.45,0.48,0.3,4,black,150.0,,0,64,64,white,draw_polygon,982.png
0.51,0.49,0.25,3,black,0.0,,0,64,64,white,draw_polygon,983.png
0.5,0.46,0.15,4,black,120.0,,0,64,64,white,draw_polygon,984.png
0.53,0.52,0.3,3,black,90.0,,0,64,64,white,draw_polygon,985.png
0.49,0.45,0.3,3,black,90.0,,0,64,64,white,draw_polygon,986.png
0.52,0.46,0.35,5,black,150.0,,0,64,64,white,draw_polygon,987.png
0.51,0.45,0.1,7,black,90.0,,0,64,64,white,draw_polygon,988.png
0.52,0.53,0.4,6,black,90.0,,0,64,64,white,draw_polygon,989.png
0.54,0.5,0.3,4,black,240.0,,0,64,64,white,draw_polygon,990.png
0.45,0.55,0.45,4,black,180.0,,0,64,64,white,draw_polygon,991.png
0.55,0.53,0.15,7,black,30.0,,0,64,64,white,draw_polygon,992.png
0.47,0.53,0.3,6,black,300.0,,0,64,64,white,draw_polygon,993.png
0.48,0.48,0.4,7,black,270.0,,0,64,64,white,draw_polygon,994.png
0.45,0.53,0.2,4,black,30.0,,0,64,64,white,draw_polygon,995.png
0.54,0.51,0.25,4,black,180.0,,0,64,64,white,draw_polygon,996.png
0.46,0.52,0.15,3,black,300.0,,0,64,64,white,draw_polygon,997.png
0.45,0.45,0.3,4,black,210.0,,0,64,64,white,draw_polygon,998.png
0.46,0.46,0.4,5,black,120.0,,0,64,64,white,draw_polygon,999.png
0.45,0.53,0.15,7,black,330.0,,0,64,64,white,draw_polygon,1000.png
0.47,0.49,0.25,5,black,270.0,,0,64,64,white,draw_polygon,1001.png
0.46,0.48,0.4,5,black,30.0,,0,64,64,white,draw_polygon,1002.png
0.46,0.45,0.25,6,black,0.0,,0,64,64,white,draw_polygon,1003.png
0.48,0.45,0.4,6,black,180.0,,0,64,64,white,draw_polygon,1004.png
0.46,0.53,0.1,5,black,30.0,,0,64,64,white,draw_polygon,1005.png
0.55,0.5,0.45,7,black,270.0,,0,64,64,white,draw_polygon,1006.png
0.46,0.45,0.4,5,black,120.0,,0,64,64,white,draw_polygon,1007.png
0.53,0.51,0.4,6,black,180.0,,0,64,64,white,draw_polygon,1008.png
0.55,0.51,0.2,5,black,90.0,,0,64,64,white,draw_polygon,1009.png
0.5,0.5,0.1,7,black,120.0,,0,64,64,white,draw_polygon,1010.png
0.51,0.51,0.15,4,black,0.0,,0,64,64,white,draw_polygon,1011.png
0.48,0.48,0.25,4,black,270.0,,0,64,64,white,draw_polygon,1012.png
0.51,0.46,0.4,4,black,270.0,,0,64,64,white,draw_polygon,1013.png
0.51,0.45,0.35,4,black,0.0,,0,64,64,white,draw_polygon,1014.png
0.51,0.48,0.25,3,black,300.0,,0,64,64,white,draw_polygon,1015.png
0.53,0.54,0.45,4,black,120.0,,0,64,64,white,draw_polygon,1016.png
0.55,0.45,0.35,4,black,180.0,,0,64,64,white,draw_polygon,1017.png
0.54,0.55,0.15,6,black,330.0,,0,64,64,white,draw_polygon,1018.png
0.45,0.51,0.2,3,black,240.0,,0,64,64,white,draw_polygon,1019.png
0.45,0.51,0.15,5,black,240.0,,0,64,64,white,draw_polygon,1020.png
0.51,0.54,0.3,7,black,240.0,,0,64,64,white,draw_polygon,1021.png
0.53,0.47,0.45,6,black,90.0,,0,64,64,white,draw_polygon,1022.png
0.47,0.46,0.2,7,black,0.0,,0,64,64,white,draw_polygon,1023.png
0.45,0.45,0.45,6,black,120.0,,0,64,64,white,draw_polygon,1024.png
0.48,0.55,0.4,4,black,120.0,,0,64,64,white,draw_polygon,1025.png
0.51,0.48,0.1,4,black,240.0,,0,64,64,white,draw_polygon,1026.png
0.55,0.47,0.2,6,black,210.0,,0,64,64,white,draw_polygon,1027.png
0.52,0.53,0.2,5,black,270.0,,0,64,64,white,draw_polygon,1028.png
0.5,0.54,0.45,4,black,330.0,,0,64,64,white,draw_polygon,1029.png
0.55,0.5,0.45,7,black,120.0,,0,64,64,white,draw_polygon,1030.png
0.55,0.47,0.15,3,black,210.0,,0,64,64,white,draw_polygon,1031.png
0.45,0.45,0.1,6,black,210.0,,0,64,64,white,draw_polygon,1032.png
0.52,0.45,0.45,4,black,270.0,,0,64,64,white,draw_polygon,1033.png
0.49,0.55,0.45,3,black,60.0,,0,64,64,white,draw_polygon,1034.png
0.48,0.45,0.1,3,black,300.0,,0,64,64,white,draw_polygon,1035.png
0.48,0.54,0.35,7,black,30.0,,0,64,64,white,draw_polygon,1036.png
0.52,0.51,0.1,5,black,30.0,,0,64,64,white,draw_polygon,1037.png
0.52,0.47,0.15,6,black,150.0,,0,64,64,white,draw_polygon,1038.png
0.53,0.47,0.25,6,black,210.0,,0,64,64,white,draw_polygon,1039.png
0.45,0.49,0.3,3,black,90.0,,0,64,64,white,draw_polygon,1040.png
0.49,0.46,0.2,5,black,300.0,,0,64,64,white,draw_polygon,1041.png
0.54,0.48,0.45,5,black,330.0,,0,64,64,white,draw_polygon,1042.png
0.51,0.5,0.15,3,black,270.0,,0,64,64,white,draw_polygon,1043.png
0.51,0.53,0.45,4,black,180.0,,0,64,64,white,draw_polygon,1044.png
0.55,0.54,0.2,6,black,180.0,,0,64,64,white,draw_polygon,1045.png
0.53,0.47,0.45,6,black,150.0,,0,64,64,white,draw_polygon,1046.png
0.55,0.49,0.1,3,black,300.0,,0,64,64,white,draw_polygon,1047.png
0.51,0.47,0.4,6,black,240.0,,0,64,64,white,draw_polygon,1048.png
0.55,0.5,0.15,6,black,30.0,,0,64,64,white,draw_polygon,1049.png
0.55,0.46,0.4,7,black,300.0,,0,64,64,white,draw_polygon,1050.png
0.47,0.47,0.2,5,black,120.0,,0,64,64,white,draw_polygon,1051.png
0.51,0.45,0.3,3,black,330.0,,0,64,64,white,draw_polygon,1052.png
0.49,0.5,0.45,3,black,0.0,,0,64,64,white,draw_polygon,1053.png
0.46,0.45,0.45,6,black,210.0,,0,64,64,white,draw_polygon,1054.png
0.47,0.5,0.4,7,black,120.0,,0,64,64,white,draw_polygon,1055.png
0.54,0.54,0.25,6,black,210.0,,0,64,64,white,draw_polygon,1056.png
0.48,0.51,0.1,7,black,30.0,,0,64,64,white,draw_polygon,1057.png
0.55,0.5,0.15,5,black,240.0,,0,64,64,white,draw_polygon,1058.png
0.53,0.52,0.35,6,black,0.0,,0,64,64,white,draw_polygon,1059.png
0.55,0.47,0.4,4,black,210.0,,0,64,64,white,draw_polygon,1060.png
0.48,0.54,0.45,6,black,120.0,,0,64,64,white,draw_polygon,1061.png
0.52,0.54,0.45,5,black,240.0,,0,64,64,white,draw_polygon,1062.png
0.53,0.47,0.3,7,black,150.0,,0,64,64,white,draw_polygon,1063.png
0.52,0.53,0.1,4,black,180.0,,0,64,64,white,draw_polygon,1064.png
0.54,0.48,0.15,5,black,270.0,,0,64,64,white,draw_polygon,1065.png
0.48,0.54,0.35,4,black,30.0,,0,64,64,white,draw_polygon,1066.png
0.48,0.52,0.1,5,black,0.0,,0,64,64,white,draw_polygon,1067.png
0.54,0.53,0.2,6,black,60.0,,0,64,64,white,draw_polygon,1068.png
0.54,0.48,0.45,6,black,300.0,,0,64,64,white,draw_polygon,1069.png
0.47,0.53,0.3,7,black,0.0,,0,64,64,white,draw_polygon,1070.png
0.5,0.47,0.25,5,black,270.0,,0,64,64,white,draw_polygon,1071.png
0.47,0.55,0.4,7,black,210.0,,0,64,64,white,draw_polygon,1072.png
0.53,0.45,0.45,6,black,150.0,,0,64,64,white,draw_polygon,1073.png
0.45,0.49,0.35,5,black,240.0,,0,64,64,white,draw_polygon,1074.png
0.45,0.52,0.3,4,black,150.0,,0,64,64,white,draw_polygon,1075.png
0.45,0.55,0.15,3,black,120.0,,0,64,64,white,draw_polygon,1076.png
0.55,0.53,0.4,3,black,30.0,,0,64,64,white,draw_polygon,1077.png
0.49,0.45,0.35,5,black,120.0,,0,64,64,white,draw_polygon,1078.png
0.49,0.55,0.15,4,black,300.0,,0,64,64,white,draw_polygon,1079.png
0.52,0.54,0.15,5,black,30.0,,0,64,64,white,draw_polygon,1080.png
0.52,0.46,0.1,7,black,0.0,,0,64,64,white,draw_polygon,1081.png
0.49,0.52,0.2,4,black,240.0,,0,64,64,white,draw_polygon,1082.png
0.53,0.51,0.2,6,black,210.0,,0,64,64,white,draw_polygon,1083.png
0.5,0.45,0.3,5,black,180.0,,0,64,64,white,draw_polygon,1084.png
0.47,0.53,0.1,3,black,270.0,,0,64,64,white,draw_polygon,1085.png
0.52,0.47,0.15,5,black,90.0,,0,64,64,white,draw_polygon,1086.png
0.46,0.46,0.35,5,black,180.0,,0,64,64,white,draw_polygon,1087.png
0.51,0.48,0.45,5,black,0.0,,0,64,64,white,draw_polygon,1088.png
0.46,0.55,0.35,7,black,330.0,,0,64,64,white,draw_polygon,1089.png
0.55,0.53,0.45,5,black,60.0,,0,64,64,white,draw_polygon,1090.png
0.47,0.5,0.3,5,black,90.0,,0,64,64,white,draw_polygon,1091.png
0.5,0.47,0.45,4,black,120.0,,0,64,64,white,draw_polygon,1092.png
0.53,0.51,0.4,4,black,30.0,,0,64,64,white,draw_polygon,1093.png
0.46,0.49,0.1,5,black,0.0,,0,64,64,white,draw_polygon,1094.png
0.51,0.52,0.45,6,black,240.0,,0,64,64,white,draw_polygon,1095.png
0.46,0.46,0.2,4,black,180.0,,0,64,64,white,draw_polygon,1096.png
0.5,0.51,0.2,3,black,120.0,,0,64,64,white,draw_polygon,1097.png
0.52,0.45,0.25,7,black,60.0,,0,64,64,white,draw_polygon,1098.png
0.53,0.47,0.35,6,black,30.0,,0,64,64,white,draw_polygon,1099.png
0.45,0.52,0.1,5,black,300.0,,0,64,64,white,draw_polygon,1100.png
0.5,0.55,0.3,5,black,90.0,,0,64,64,white,draw_polygon,1101.png
0.48,0.48,0.25,4,black,0.0,,0,64,64,white,draw_polygon,1102.png
0.55,0.55,0.35,6,black,0.0,,0,64,64,white,draw_polygon,1103.png
0.49,0.53,0.45,7,black,330.0,,0,64,64,white,draw_polygon,1104.png
0.55,0.47,0.2,6,black,120.0,,0,64,64,white,draw_polygon,1105.png
0.46,0.46,0.45,6,black,210.0,,0,64,64,white,draw_polygon,1106.png
0.51,0.5,0.35,4,black,270.0,,0,64,64,white,draw_polygon,1107.png
0.54,0.55,0.45,7,black,210.0,,0,64,64,white,draw_polygon,1108.png
0.55,0.53,0.2,6,black,30.0,,0,64,64,white,draw_polygon,1109.png
0.47,0.53,0.4,7,black,150.0,,0,64,64,white,draw_polygon,1110.png
0.45,0.49,0.25,3,black,120.0,,0,64,64,white,draw_polygon,1111.png
0.49,0.47,0.3,7,black,60.0,,0,64,64,white,draw_polygon,1112.png
0.55,0.45,0.15,4,black,150.0,,0,64,64,white,draw_polygon,1113.png
0.47,0.47,0.1,3,black,180.0,,0,64,64,white,draw_polygon,1114.png
0.51,0.51,0.4,6,black,60.0,,0,64,64,white,draw_polygon,1115.png
0.54,0.45,0.3,7,black,60.0,,0,64,64,white,draw_polygon,1116.png
0.49,0.53,0.25,5,black,150.0,,0,64,64,white,draw_polygon,1117.png
0.45,0.53,0.2,4,black,90.0,,0,64,64,white,draw_polygon,1118.png
0.53,0.53,0.25,3,black,150.0,,0,64,64,white,draw_polygon,1119.png
0.54,0.47,0.4,4,black,120.0,,0,64,64,white,draw_polygon,1120.png
0.51,0.49,0.4,5,black,30.0,,0,64,64,white,draw_polygon,1121.png
0.48,0.47,0.2,7,black,300.0,,0,64,64,white,draw_polygon,1122.png
0.47,0.45,0.3,4,black,150.0,,0,64,64,white,draw_polygon,1123.png
0.47,0.5,0.45,3,black,150.0,,0,64,64,white,draw_polygon,1124.png
0.49,0.47,0.25,7,black,150.0,,0,64,64,white,draw_polygon,1125.png
0.46,0.55,0.15,3,black,60.0,,0,64,64,white,draw_polygon,1126.png
0.55,0.52,0.25,3,black,270.0,,0,64,64,white,draw_polygon,1127.png
0.46,0.53,0.1,4,black,210.0,,0,64,64,white,draw_polygon,1128.png
0.54,0.52,0.3,3,black,300.0,,0,64,64,white,draw_polygon,1129.png
0.51,0.52,0.45,5,black,240.0,,0,64,64,white,draw_polygon,1130.png
0.46,0.55,0.25,3,black,300.0,,0,64,64,white,draw_polygon,1131.png
0.55,0.46,0.3,6,black,180.0,,0,64,64,white,draw_polygon,1132.png
0.49,0.51,0.4,7,black,210.0,,0,64,64,white,draw_polygon,1133.png
0.54,0.46,0.45,4,black,210.0,,0,64,64,white,draw_polygon,1134.png
0.53,0.54,0.4,5,black,180.0,,0,64,64,white,draw_polygon,1135.png
0.5,0.55,0.2,7,black,120.0,,0,64,64,white,draw_polygon,1136.png
0.46,0.55,0.35,3,black,60.0,,0,64,64,white,draw_polygon,1137.png
0.54,0.52,0.35,3,black,90.0,,0,64,64,white,draw_polygon,1138.png
0.54,0.45,0.2,6,black,240.0,,0,64,64,white,draw_polygon,1139.png
0.49,0.54,0.2,7,black,300.0,,0,64,64,white,draw_polygon,1140.png
0.45,0.48,0.2,6,black,210.0,,0,64,64,white,draw_polygon,1141.png
0.45,0.51,0.15,6,black,180.0,,0,64,64,white,draw_polygon,1142.png
0.47,0.49,0.15,5,black,90.0,,0,64,64,white,draw_polygon,1143.png
0.51,0.52,0.15,7,black,270.0,,0,64,64,white,draw_polygon,1144.png
0.5,0.48,0.25,6,black,180.0,,0,64,64,white,draw_polygon,1145.png
0.47,0.54,0.4,6,black,210.0,,0,64,64,white,draw_polygon,1146.png
0.52,0.45,0.45,5,black,30.0,,0,64,64,white,draw_polygon,1147.png
0.47,0.52,0.4,5,black,0.0,,0,64,64,white,draw_polygon,1148.png
0.55,0.54,0.3,7,black,270.0,,0,64,64,white,draw_polygon,1149.png
0.46,0.54,0.1,6,black,150.0,,0,64,64,white,draw_polygon,1150.png
0.5,0.52,0.35,7,black,30.0,,0,64,64,white,draw_polygon,1151.png
0.45,0.49,0.1,6,black,30.0,,0,64,64,white,draw_polygon,1152.png
0.52,0.47,0.2,7,black,90.0,,0,64,64,white,draw_polygon,1153.png
0.55,0.53,0.25,3,black,330.0,,0,64,64,white,draw_polygon,1154.png
0.51,0.54,0.45,5,black,0.0,,0,64,64,white,draw_polygon,1155.png
0.52,0.49,0.45,3,black,180.0,,0,64,64,white,draw_polygon,1156.png
0.53,0.55,0.15,6,black,30.0,,0,64,64,white,draw_polygon,1157.png
0.5,0.55,0.4,7,black,210.0,,0,64,64,white,draw_polygon,1158.png
0.47,0.48,0.35,6,black,270.0,,0,64,64,white,draw_polygon,1159.png
0.47,0.53,0.45,3,black,180.0,,0,64,64,white,draw_polygon,1160.png
0.54,0.55,0.35,5,black,30.0,,0,64,64,white,draw_polygon,1161.png
0.55,0.47,0.4,5,black,300.0,,0,64,64,white,draw_polygon,1162.png
0.54,0.5,0.15,3,black,270.0,,0,64,64,white,draw_polygon,1163.png
0.51,0.53,0.3,6,black,0.0,,0,64,64,white,draw_polygon,1164.png
0.55,0.46,0.15,5,black,30.0,,0,64,64,white,draw_polygon,1165.png
0.5,0.51,0.25,6,black,150.0,,0,64,64,white,draw_polygon,1166.png
0.54,0.5,0.15,6,black,300.0,,0,64,64,white,draw_polygon,1167.png
0.51,0.52,0.45,7,black,30.0,,0,64,64,white,draw_polygon,1168.png
0.5,0.51,0.3,3,black,300.0,,0,64,64,white,draw_polygon,1169.png
0.45,0.55,0.15,6,black,210.0,,0,64,64,white,draw_polygon,1170.png
0.46,0.47,0.35,7,black,270.0,,0,64,64,white,draw_polygon,1171.png
0.5,0.52,0.3,6,black,330.0,,0,64,64,white,draw_polygon,1172.png
0.49,0.48,0.3,4,black,30.0,,0,64,64,white,draw_polygon,1173.png
0.52,0.55,0.45,3,black,180.0,,0,64,64,white,draw_polygon,1174.png
0.54,0.54,0.3,7,black,210.0,,0,64,64,white,draw_polygon,1175.png
0.51,0.55,0.15,4,black,60.0,,0,64,64,white,draw_polygon,1176.png
0.5,0.47,0.1,7,black,300.0,,0,64,64,white,draw_polygon,1177.png
0.49,0.47,0.2,5,black,210.0,,0,64,64,white,draw_polygon,1178.png
0.46,0.45,0.35,6,black,300.0,,0,64,64,white,draw_polygon,1179.png
0.54,0.49,0.2,3,black,210.0,,0,64,64,white,draw_polygon,1180.png
0.47,0.54,0.15,7,black,120.0,,0,64,64,white,draw_polygon,1181.png
0.55,0.51,0.45,3,black,60.0,,0,64,64,white,draw_polygon,1182.png
0.48,0.55,0.35,3,black,0.0,,0,64,64,white,draw_polygon,1183.png
0.46,0.55,0.45,6,black,90.0,,0,64,64,white,draw_polygon,1184.png
0.53,0.49,0.45,4,black,210.0,,0,64,64,white,draw_polygon,1185.png
0.48,0.52,0.35,6,black,270.0,,0,64,64,white,draw_polygon,1186.png
0.49,0.45,0.45,7,black,300.0,,0,64,64,white,draw_polygon,1187.png
0.47,0.49,0.3,5,black,60.0,,0,64,64,white,draw_polygon,1188.png
0.45,0.47,0.15,6,black,270.0,,0,64,64,white,draw_polygon,1189.png
0.49,0.49,0.2,4,black,270.0,,0,64,64,white,draw_polygon,1190.png
0.52,0.45,0.25,7,black,120.0,,0,64,64,white,draw_polygon,1191.png
0.55,0.55,0.1,6,black,270.0,,0,64,64,white,draw_polygon,1192.png
0.5,0.52,0.3,4,black,210.0,,0,64,64,white,draw_polygon,1193.png
0.48,0.51,0.4,6,black,330.0,,0,64,64,white,draw_polygon,1194.png
0.52,0.52,0.4,5,black,90.0,,0,64,64,white,draw_polygon,1195.png
0.48,0.45,0.15,4,black,120.0,,0,64,64,white,draw_polygon,1196.png
0.47,0.5,0.25,3,black,180.0,,0,64,64,white,draw_polygon,1197.png
0.46,0.46,0.25,6,black,120.0,,0,64,64,white,draw_polygon,1198.png
0.47,0.45,0.3,6,black,300.0,,0,64,64,white,draw_polygon,1199.png
0.52,0.49,0.45,5,black,300.0,,0,64,64,white,draw_polygon,1200.png
0.45,0.49,0.45,4,black,330.0,,0,64,64,white,draw_polygon,1201.png
0.54,0.48,0.35,6,black,60.0,,0,64,64,white,draw_polygon,1202.png
0.45,0.51,0.45,3,black,270.0,,0,64,64,white,draw_polygon,1203.png
0.54,0.52,0.45,5,black,180.0,,0,64,64,white,draw_polygon,1204.png
0.49,0.51,0.45,7,black,30.0,,0,64,64,white,draw_polygon,1205.png
0.45,0.55,0.4,3,black,210.0,,0,64,64,white,draw_polygon,1206.png
0.47,0.53,0.3,4,black,150.0,,0,64,64,white,draw_polygon,1207.png
0.45,0.54,0.4,5,black,90.0,,0,64,64,white,draw_polygon,1208.png
0.51,0.55,0.1,7,black,240.0,,0,64,64,white,draw_polygon,1209.png
0.46,0.46,0.35,6,black,240.0,,0,64,64,white,draw_polygon,1210.png
0.47,0.49,0.35,5,black,210.0,,0,64,64,white,draw_polygon,1211.png
0.55,0.55,0.1,4,black,120.0,,0,64,64,white,draw_polygon,1212.png
0.51,0.5,0.45,4,black,90.0,,0,64,64,white,draw_polygon,1213.png
0.46,0.49,0.1,4,black,330.0,,0,64,64,white,draw_polygon,1214.png
0.49,0.47,0.45,4,black,150.0,,0,64,64,white,draw_polygon,1215.png
0.47,0.54,0.3,5,black,300.0,,0,64,64,white,draw_polygon,1216.png
0.48,0.55,0.3,5,black,240.0,,0,64,64,white,draw_polygon,1217.png
0.52,0.5,0.3,6,black,60.0,,0,64,64,white,draw_polygon,1218.png
0.53,0.51,0.2,7,black,150.0,,0,64,64,white,draw_polygon,1219.png
0.46,0.49,0.45,3,black,330.0,,0,64,64,white,draw_polygon,1220.png
0.48,0.45,0.45,6,black,60.0,,0,64,64,white,draw_polygon,1221.png
0.49,0.5,0.45,4,black,90.0,,0,64,64,white,draw_polygon,1222.png
0.49,0.46,0.2,3,black,0.0,,0,64,64,white,draw_polygon,1223.png
0.46,0.51,0.3,6,black,180.0,,0,64,64,white,draw_polygon,1224.png
0.51,0.55,0.45,7,black,240.0,,0,64,64,white,draw_polygon,1225.png
0.48,0.45,0.35,7,black,30.0,,0,64,64,white,draw_polygon,1226.png
0.5,0.53,0.1,4,black,180.0,,0,64,64,white,draw_polygon,1227.png
0.46,0.54,0.3,3,black,0.0,,0,64,64,white,draw_polygon,1228.png
0.53,0.52,0.35,3,black,330.0,,0,64,64,white,draw_polygon,1229.png
0.48,0.53,0.4,6,black,300.0,,0,64,64,white,draw_polygon,1230.png
0.54,0.48,0.4,3,black,180.0,,0,64,64,white,draw_polygon,1231.png
0.48,0.49,0.15,6,black,330.0,,0,64,64,white,draw_polygon,1232.png
0.46,0.48,0.3,4,black,90.0,,0,64,64,white,draw_polygon,1233.png
0.48,0.55,0.1,3,black,90.0,,0,64,64,white,draw_polygon,1234.png
0.53,0.53,0.45,6,black,120.0,,0,64,64,white,draw_polygon,1235.png
0.51,0.45,0.3,6,black,150.0,,0,64,64,white,draw_polygon,1236.png
0.55,0.46,0.45,7,black,300.0,,0,64,64,white,draw_polygon,1237.png
0.47,0.55,0.2,5,black,180.0,,0,64,64,white,draw_polygon,1238.png
0.47,0.47,0.35,7,black,300.0,,0,64,64,white,draw_polygon,1239.png
0.52,0.48,0.4,4,black,180.0,,0,64,64,white,draw_polygon,1240.png
0.53,0.55,0.15,3,black,150.0,,0,64,64,white,draw_polygon,1241.png
0.53,0.55,0.2,6,black,210.0,,0,64,64,white,draw_polygon,1242.png
0.5,0.48,0.45,7,black,60.0,,0,64,64,white,draw_polygon,1243.png
0.51,0.52,0.1,6,black,60.0,,0,64,64,white,draw_polygon,1244.png
0.52,0.46,0.1,6,black,240.0,,0,64,64,white,draw_polygon,1245.png
0.48,0.48,0.3,4,black,150.0,,0,64,64,white,draw_polygon,1246.png
0.51,0.47,0.35,3,black,60.0,,0,64,64,white,draw_polygon,1247.png
0.47,0.49,0.25,7,black,180.0,,0,64,64,white,draw_polygon,1248.png
0.52,0.5,0.2,5,black,330.0,,0,64,64,white,draw_polygon,1249.png
0.47,0.47,0.3,3,black,90.0,,0,64,64,white,draw_polygon,1250.png
0.53,0.49,0.15,6,black,330.0,,0,64,64,white,draw_polygon,1251.png
0.52,0.52,0.1,7,black,150.0,,0,64,64,white,draw_polygon,1252.png
0.53,0.54,0.3,4,black,30.0,,0,64,64,white,draw_polygon,1253.png
0.49,0.55,0.45,3,black,330.0,,0,64,64,white,draw_polygon,1254.png
0.52,0.53,0.15,3,black,210.0,,0,64,64,white,draw_polygon,1255.png
0.54,0.53,0.1,5,black,30.0,,0,64,64,white,draw_polygon,1256.png
0.49,0.54,0.4,6,black,150.0,,0,64,64,white,draw_polygon,1257.png
0.52,0.49,0.2,6,black,210.0,,0,64,64,white,draw_polygon,1258.png
0.54,0.48,0.3,3,black,30.0,,0,64,64,white,draw_polygon,1259.png
0.5,0.45,0.35,5,black,300.0,,0,64,64,white,draw_polygon,1260.png
0.48,0.54,0.1,4,black,180.0,,0,64,64,white,draw_polygon,1261.png
0.47,0.47,0.25,5,black,270.0,,0,64,64,white,draw_polygon,1262.png
0.49,0.54,0.3,5,black,210.0,,0,64,64,white,draw_polygon,1263.png
0.45,0.46,0.45,3,black,60.0,,0,64,64,white,draw_polygon,1264.png
0.5,0.54,0.35,6,black,270.0,,0,64,64,white,draw_polygon,1265.png
0.46,0.5,0.4,5,black,240.0,,0,64,64,white,draw_polygon,1266.png
0.52,0.48,0.4,7,black,120.0,,0,64,64,white,draw_polygon,1267.png
0.53,0.51,0.15,5,black,90.0,,0,64,64,white,draw_polygon,1268.png
0.54,0.55,0.35,4,black,300.0,,0,64,64,white,draw_polygon,1269.png
0.46,0.46,0.3,4,black,270.0,,0,64,64,white,draw_polygon,1270.png
0.52,0.49,0.35,5,black,270.0,,0,64,64,white,draw_polygon,1271.png
0.54,0.46,0.25,4,black,60.0,,0,64,64,white,draw_polygon,1272.png
0.55,0.45,0.4,5,black,60.0,,0,64,64,white,draw_polygon,1273.png
0.46,0.46,0.1,5,black,60.0,,0,64,64,white,draw_polygon,1274.png
0.45,0.45,0.2,6,black,30.0,,0,64,64,white,draw_polygon,1275.png
0.48,0.52,0.3,6,black,300.0,,0,64,64,white,draw_polygon,1276.png
0.55,0.52,0.25,4,black,270.0,,0,64,64,white,draw_polygon,1277.png
0.52,0.52,0.45,6,black,150.0,,0,64,64,white,draw_polygon,1278.png
0.47,0.48,0.15,3,black,150.0,,0,64,64,white,draw_polygon,1279.png
0.45,0.47,0.4,6,black,180.0,,0,64,64,white,draw_polygon,1280.png
0.5,0.49,0.1,7,black,0.0,,0,64,64,white,draw_polygon,1281.png
0.55,0.54,0.15,7,black,60.0,,0,64,64,white,draw_polygon,1282.png
0.5,0.55,0.45,7,black,0.0,,0,64,64,white,draw_polygon,1283.png
0.54,0.45,0.25,3,black,90.0,,0,64,64,white,draw_polygon,1284.png
0.49,0.47,0.35,6,black,270.0,,0,64,64,white,draw_polygon,1285.png
0.49,0.54,0.15,3,black,270.0,,0,64,64,white,draw_polygon,1286.png
0.48,0.54,0.35,3,black,60.0,,0,64,64,white,draw_polygon,1287.png
0.53,0.48,0.2,5,black,180.0,,0,64,64,white,draw_polygon,1288.png
0.52,0.45,0.35,6,black,210.0,,0,64,64,white,draw_polygon,1289.png
0.54,0.48,0.35,3,black,60.0,,0,64,64,white,draw_polygon,1290.png
0.55,0.45,0.35,6,black,210.0,,0,64,64,white,draw_polygon,1291.png
0.52,0.55,0.15,6,black,180.0,,0,64,64,white,draw_polygon,1292.png
0.49,0.47,0.45,5,black,270.0,,0,64,64,white,draw_polygon,1293.png
0.54,0.51,0.15,7,black,240.0,,0,64,64,white,draw_polygon,1294.png
0.49,0.53,0.1,7,black,60.0,,0,64,64,white,draw_polygon,1295.png
0.48,0.46,0.45,5,black,120.0,,0,64,64,white,draw_polygon,1296.png
0.53,0.52,0.35,3,black,270.0,,0,64,64,white,draw_polygon,1297.png
0.49,0.48,0.45,4,black,330.0,,0,64,64,white,draw_polygon,1298.png
0.54,0.49,0.45,3,black,210.0,,0,64,64,white,draw_polygon,1299.png
0.47,0.51,0.35,4,black,210.0,,0,64,64,white,draw_polygon,1300.png
0.53,0.51,0.3,5,black,210.0,,0,64,64,white,draw_polygon,1301.png
0.49,0.54,0.35,4,black,90.0,,0,64,64,white,draw_polygon,1302.png
0.46,0.54,0.3,4,black,0.0,,0,64,64,white,draw_polygon,1303.png
0.53,0.45,0.1,5,black,120.0,,0,64,64,white,draw_polygon,1304.png
0.5,0.47,0.3,4,black,90.0,,0,64,64,white,draw_polygon,1305.png
0.48,0.55,0.25,5,black,330.0,,0,64,64,white,draw_polygon,1306.png
